,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,projectrank_placing,pypi_monthly_downloads,github_release_downloads,trending
236,django-crispy-forms,A Django app which lets you create beautiful forms in a very elegant and DRY way.,Forms,,https://github.com/django-crispy-forms/django-crispy-forms,True,31,django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000,2021-10-11 18:17:30.000,2021-09-25 19:34:28.000,659.0,4328.0,,215.0,61.0,568.0,MIT,,django-crispy-forms,conda-forge/django-crispy-forms,2021-09-25 19:01:19.000,1.13.0,19.0,75030.0,75030.0,https://pypi.org/project/django-crispy-forms,https://anaconda.org/conda-forge/django-crispy-forms,2021-09-25 21:40:28.176,42281.0,589700.0,2.0,588855.0,,
237,tablib,"A module for Tabular Datasets in XLS, CSV, JSON, YAML.",Specific Formats Processing,,https://github.com/jazzband/tablib,True,31,jazzband/tablib,https://github.com/jazzband/tablib,2011-03-28 02:36:50.000,2021-10-21 13:48:00.000,2021-10-17 17:35:19.000,547.0,4026.0,1130.0,113.0,29.0,203.0,MIT,,tablib,conda-forge/tablib,2020-12-05 14:54:28.000,3.0.0,10.0,11996.0,11996.0,https://pypi.org/project/tablib,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469,67364.0,862398.0,1.0,861257.0,,
238,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,31,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2021-08-20 17:21:45.000,2021-08-06 03:44:53.000,210.0,3689.0,1164.0,69.0,74.0,133.0,,,toolz,conda-forge/toolz,2020-09-24 15:42:43.000,0.11.1,8.0,47542.0,47542.0,https://pypi.org/project/toolz,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,5231579.0,8240684.0,2.0,8158941.0,,
239,django-haystack,Modular search for Django.,Search,,https://github.com/django-haystack/django-haystack,True,31,django-haystack/django-haystack,https://github.com/django-haystack/django-haystack,2009-01-29 20:23:57.000,2021-10-19 23:36:56.000,2021-10-19 23:36:55.000,1171.0,3224.0,1780.0,199.0,420.0,733.0,,,django-haystack,conda-forge/django-haystack,2021-08-27 00:27:32.000,3.1.0,11.0,7390.0,7390.0,https://pypi.org/project/django-haystack,https://anaconda.org/conda-forge/django-haystack,2018-05-31 04:38:24.116,4329.0,98422.0,1.0,98317.0,,
240,xlwings,A BSD-licensed library that makes it easy to call Python from Excel and vice versa.,Specific Formats Processing,,https://github.com/xlwings/xlwings,True,31,ZoomerAnalytics/xlwings,https://github.com/xlwings/xlwings,2014-03-17 13:03:20.000,2021-10-21 14:15:50.000,2021-10-18 14:01:05.000,375.0,2124.0,2222.0,55.0,328.0,1045.0,,xlwings/xlwings,xlwings,conda-forge/xlwings,2021-08-26 13:51:24.000,0.24.9,100.0,18895.0,18895.0,https://pypi.org/project/xlwings,https://anaconda.org/conda-forge/xlwings,2021-08-27 07:37:55.706,377778.0,692595.0,1.0,684859.0,26682.0,
241,Mistune,Fastest and full featured pure Python parsers of Markdown.,Specific Formats Processing,,https://github.com/lepture/mistune,True,31,lepture/mistune,https://github.com/lepture/mistune,2014-02-18 10:13:04.000,2021-09-26 16:56:38.000,2021-09-26 16:56:38.000,192.0,1979.0,427.0,31.0,19.0,193.0,BSD-3-Clause,,mistune,conda-forge/mistune,2019-10-30 02:34:25.000,0.8.4,6.0,127117.0,127117.0,https://pypi.org/project/mistune,https://anaconda.org/conda-forge/mistune,2021-06-29 04:56:09.574,5133755.0,77784.0,1.0,,,
242,fastapi,"A modern, fast, web framework for building APIs with Python 3.6+ based on standard Python type hints.",RESTful API,,https://github.com/tiangolo/fastapi,True,30,tiangolo/fastapi,https://github.com/tiangolo/fastapi,2018-12-08 08:21:47.000,2021-10-21 12:54:53.000,2021-10-07 17:38:36.000,2664.0,37150.0,1876.0,272.0,789.0,1664.0,MIT,,fastapi,conda-forge/fastapi,2021-10-07 17:39:50.000,0.70.0,100.0,,,https://pypi.org/project/fastapi,https://anaconda.org/conda-forge/fastapi,2021-10-07 20:59:25.387,411071.0,3535754.0,2.0,3519944.0,,
243,locust,Scalable user load testing tool written in Python.,Testing,,https://github.com/locustio/locust,True,30,locustio/locust,https://github.com/locustio/locust,2011-02-17 11:08:03.000,2021-10-21 11:25:02.000,2021-10-19 07:27:19.000,2189.0,17353.0,3209.0,214.0,18.0,1195.0,MIT,,locust,conda-forge/locust,2021-10-19 07:27:57.000,2.4.1,59.0,1866.0,1866.0,https://pypi.org/project/locust,https://anaconda.org/conda-forge/locust,2021-10-19 14:08:05.884,39232.0,956.0,2.0,,,
244,requests-html,Pythonic HTML Parsing for Humans.,Web Content Extracting,,https://github.com/psf/requests-html,True,30,psf/requests-html,https://github.com/psf/requests-html,2018-02-24 20:11:02.000,2021-10-20 02:41:48.000,2020-05-10 19:40:04.000,816.0,12181.0,449.0,62.0,142.0,197.0,MIT,,requests-html,conda-forge/requests-html,2019-02-18 21:38:41.000,0.10.0,1.0,5978.0,5978.0,https://pypi.org/project/requests-html,https://anaconda.org/conda-forge/requests-html,2021-06-26 09:29:57.542,369.0,631604.0,1.0,631512.0,,
245,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,30,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2021-10-21 14:10:40.000,2021-10-21 10:40:16.000,4971.0,11984.0,112643.0,3704.0,2119.0,21896.0,Apache-2.0,,salt,conda-forge/salt,2021-10-18 17:42:48.000,3004,100.0,,,https://pypi.org/project/salt,https://anaconda.org/conda-forge/salt,2019-02-26 15:59:37.890,24570.0,88516.0,2.0,87920.0,15795.0,
246,annoy,Approximate Nearest Neighbors in C++/Python optimized for memory usage.,Recommender Systems,,https://github.com/spotify/annoy,True,30,spotify/annoy,https://github.com/spotify/annoy,2013-04-01 20:29:40.000,2021-10-18 14:07:24.000,2021-10-18 14:07:24.000,946.0,9082.0,832.0,74.0,36.0,298.0,Apache-2.0,,annoy,conda-forge/annoy,2020-09-18 16:07:34.000,1.17.0,17.0,1772.0,1772.0,https://pypi.org/project/annoy,https://anaconda.org/conda-forge/annoy,,,824886.0,1.0,824886.0,,
247,paramiko,The leading native Python SSHv2 protocol library.,Cryptography,,https://github.com/paramiko/paramiko,True,30,paramiko/paramiko,https://github.com/paramiko/paramiko,2009-02-02 03:41:08.000,2021-10-18 15:07:24.000,2021-10-15 23:30:22.000,1658.0,7261.0,,160.0,672.0,598.0,LGPL-2.1,,paramiko,conda-forge/paramiko,,,16.0,48225.0,48225.0,https://pypi.org/project/paramiko,https://anaconda.org/conda-forge/paramiko,2021-10-13 12:54:20.800,1287759.0,17517483.0,1.0,17496373.0,,
248,django-allauth,Authentication app for Django that just works.,Authentication,,https://github.com/pennersr/django-allauth,True,30,pennersr/django-allauth,https://github.com/pennersr/django-allauth,2010-10-10 20:10:52.000,2021-10-21 07:07:48.000,2021-09-09 09:48:25.000,2358.0,6786.0,2331.0,545.0,328.0,1426.0,MIT,,django-allauth,conda-forge/django-allauth,,,11.0,75583.0,75583.0,https://pypi.org/project/django-allauth,https://anaconda.org/conda-forge/django-allauth,2019-12-23 17:47:06.130,66096.0,1321.0,2.0,,,
249,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,30,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2021-09-13 09:04:42.000,2021-06-08 14:06:40.000,747.0,5651.0,742.0,90.0,191.0,251.0,MIT,,pydub,conda-forge/pydub,2021-03-10 02:10:41.000,0.25.1,31.0,9095.0,9095.0,https://pypi.org/project/pydub,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,18672.0,908511.0,1.0,907962.0,,
250,hypothesis,Hypothesis is an advanced Quickcheck style property based testing library.,Testing,,https://github.com/HypothesisWorks/hypothesis,True,30,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,2013-03-10 13:51:19.000,2021-10-20 23:46:50.000,2021-10-20 23:46:49.000,447.0,5436.0,11041.0,254.0,58.0,1107.0,,,hypothesis,conda-forge/hypothesis,2021-10-20 12:06:51.000,hypothesis-python-6.23.4,517.0,10186.0,10186.0,https://pypi.org/project/hypothesis,https://anaconda.org/conda-forge/hypothesis,2021-10-20 15:25:57.364,4861014.0,77158.0,2.0,,,
251,kafka-python,The Python client for Apache Kafka.,Database Drivers,,https://github.com/dpkp/kafka-python,True,30,dpkp/kafka-python,https://github.com/dpkp/kafka-python,2012-09-24 13:00:26.000,2021-10-20 20:04:10.000,2021-08-03 19:54:21.000,1151.0,4598.0,2155.0,206.0,187.0,1162.0,Apache-2.0,,kafka-python,conda-forge/kafka-python,2020-09-30 07:33:37.000,2.0.1,34.0,8071.0,8071.0,https://pypi.org/project/kafka-python,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,252762.0,4788.0,2.0,,1677.0,
252,isort,A Python utility / library to sort imports.,Code Analysis,,https://github.com/PyCQA/isort,True,30,timothycrosley/isort,https://github.com/PyCQA/isort,2013-09-02 22:22:53.000,2021-10-17 05:32:50.000,2021-10-17 05:32:49.000,419.0,4235.0,,249.0,28.0,980.0,MIT,PyCQA/isort,isort,conda-forge/isort,2021-07-29 06:41:35.000,5.9.3,96.0,198907.0,198907.0,https://pypi.org/project/isort,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550,2453287.0,38941.0,1.0,,,
253,attrs,"Replacement for `__init__`, `__eq__`, `__repr__`, etc. boilerplate in class definitions.",Built-in Classes Enhancement,,https://github.com/python-attrs/attrs,True,30,python-attrs/attrs,https://github.com/python-attrs/attrs,2015-01-27 15:01:01.000,2021-10-14 11:02:59.000,2021-10-14 11:02:59.000,264.0,3710.0,,106.0,102.0,394.0,MIT,,attrs,conda-forge/attrs,2021-05-07 09:39:42.000,21.2.0,14.0,289978.0,289978.0,https://pypi.org/project/attrs,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094,11180472.0,203281.0,1.0,,,
254,mongoengine,A Python Object-Document-Mapper for working with MongoDB.,ORM,,https://github.com/MongoEngine/mongoengine,True,30,MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,2012-03-05 12:10:20.000,2021-10-17 10:14:19.000,2021-10-13 07:28:15.000,1090.0,3596.0,3896.0,371.0,327.0,1227.0,MIT,,mongoengine,conda-forge/mongoengine,2021-05-04 10:21:01.000,0.23.1,35.0,14687.0,14687.0,https://pypi.org/project/mongoengine,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762,139002.0,2241.0,2.0,,,
255,jsonschema,An implementation of [JSON Schema](http://json-schema.org/) for Python.,Data Validation,,https://github.com/Julian/jsonschema,True,30,Julian/jsonschema,https://github.com/Julian/jsonschema,2011-12-30 03:37:43.000,2021-10-20 17:53:07.763,2021-10-20 14:20:36.000,466.0,3405.0,,92.0,58.0,548.0,MIT,,jsonschema,conda-forge/jsonschema,2021-10-20 14:34:29.000,4.1.2,12.0,176297.0,176297.0,https://pypi.org/project/jsonschema,https://anaconda.org/conda-forge/jsonschema,2021-10-20 17:53:07.763,8034411.0,121733.0,1.0,,,
256,Cerberus,A lightweight and extensible data validation library.,Data Validation,,https://github.com/pyeve/cerberus,True,30,pyeve/cerberus,https://github.com/pyeve/cerberus,2012-10-10 10:03:49.000,2021-10-06 12:42:32.000,2021-05-05 20:47:21.000,209.0,2612.0,1145.0,62.0,34.0,289.0,ISC,,cerberus,conda-forge/cerberus,,,6.0,10180.0,10180.0,https://pypi.org/project/cerberus,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,160402.0,2100622.0,1.0,2098035.0,,
257,itsdangerous,Various helpers to pass trusted data to untrusted environments.,Miscellaneous,,https://github.com/pallets/itsdangerous,True,30,pallets/itsdangerous,https://github.com/pallets/itsdangerous,2011-06-24 00:09:55.000,2021-10-06 15:03:34.000,2021-10-06 15:02:34.000,183.0,2296.0,,38.0,,99.0,BSD-3-Clause,,itsdangerous,conda-forge/itsdangerous,2021-05-18 15:10:38.000,2.0.1,4.0,501091.0,501091.0,https://pypi.org/project/itsdangerous,https://anaconda.org/conda-forge/itsdangerous,2021-05-18 18:03:09.355,2326545.0,37524.0,1.0,,,
258,voluptuous,A Python data validation library.,Data Validation,,https://github.com/alecthomas/voluptuous,True,30,alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,2010-07-15 09:55:10.000,2021-10-13 12:50:56.440,2021-09-20 21:59:20.000,191.0,1698.0,444.0,87.0,38.0,195.0,BSD-3-Clause,,voluptuous,conda-forge/voluptuous,2020-12-06 22:57:19.000,0.12.1,10.0,3855.0,3855.0,https://pypi.org/project/voluptuous,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440,134577.0,1629291.0,1.0,1627155.0,,
259,TheAlgorithms,All Algorithms implemented in Python.,Algorithms and Design Patterns,,https://github.com/TheAlgorithms/Python,True,29,TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,2016-05-20 05:25:33.155,2021-10-21 14:04:09.000,2021-10-21 13:13:42.000,31607.0,120690.0,2238.0,772.0,34.0,796.0,MIT,,Python,conda-forge/Python,,,67.0,,,https://pypi.org/project/Python,https://anaconda.org/conda-forge/Python,2021-10-21 09:05:00.204,37795918.0,581475.0,1.0,,,
260,keras,A high-level neural networks library and capable of running on top of either TensorFlow or Theano.,Deep Learning,,https://github.com/keras-team/keras,True,29,keras-team/keras,https://github.com/keras-team/keras,2015-03-28 00:35:42.000,2021-10-21 13:20:29.000,2021-10-21 13:20:23.000,18010.0,52910.0,6106.0,992.0,241.0,10610.0,,,keras,conda-forge/keras,2021-08-09 17:27:44.000,2.6.0,30.0,,,https://pypi.org/project/keras,https://anaconda.org/conda-forge/keras,2021-09-03 20:13:43.700,1891670.0,6034432.0,2.0,6003922.0,,
261,cookiecutter,A command-line utility that creates projects from cookiecutters (project templates).,Command-line Tools,,https://github.com/cookiecutter/cookiecutter,True,29,audreyr/cookiecutter,https://github.com/cookiecutter/cookiecutter,2013-07-14 18:31:22.000,2021-10-19 16:52:16.000,2021-06-15 17:46:42.000,1509.0,15517.0,2730.0,262.0,168.0,501.0,BSD-3-Clause,cookiecutter/cookiecutter,cookiecutter,conda-forge/cookiecutter,2021-05-14 09:48:19.000,1.7.3,19.0,,,https://pypi.org/project/cookiecutter,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127,208041.0,1193174.0,1.0,1189974.0,,
262,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,29,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2021-10-20 12:15:40.000,2021-10-20 12:15:39.000,1351.0,15516.0,,302.0,44.0,1028.0,MIT,sanic-org/sanic,sanic,conda-forge/sanic,2021-10-02 22:26:23.000,21.9.1,49.0,5943.0,5943.0,https://pypi.org/project/sanic,https://anaconda.org/conda-forge/sanic,2021-10-03 01:50:10.320,168877.0,3518.0,2.0,,,
263,EasyOCR,Ready-to-use OCR with 40+ languages supported.,Computer Vision,,https://github.com/JaidedAI/EasyOCR,True,29,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,2020-03-14 11:46:39.000,2021-10-15 02:56:26.000,2021-10-15 02:56:26.000,1588.0,12863.0,474.0,90.0,106.0,321.0,Apache-2.0,,EasyOCR,conda-forge/EasyOCR,2021-09-11 09:36:28.000,1.4.1,15.0,582.0,582.0,https://pypi.org/project/EasyOCR,https://anaconda.org/conda-forge/EasyOCR,,,41094.0,1.0,,657515.0,
264,yapf,Yet another Python code formatter from Google.,Code Analysis,,https://github.com/google/yapf,True,29,google/yapf,https://github.com/google/yapf,2015-03-18 18:22:31.000,2021-10-09 19:49:58.000,2021-09-16 18:04:21.000,800.0,12118.0,,132.0,328.0,383.0,Apache-2.0,,yapf,conda-forge/yapf,,,23.0,24828.0,24828.0,https://pypi.org/project/yapf,https://anaconda.org/conda-forge/yapf,2021-04-19 00:01:27.357,836788.0,1641964.0,2.0,1628890.0,,
265,thumbor,"A smart imaging service. It enables on-demand crop, re-sizing and flipping of images.",Image Processing,,https://github.com/thumbor/thumbor,True,29,thumbor/thumbor,https://github.com/thumbor/thumbor,2011-03-16 17:30:05.000,2021-10-11 11:47:08.000,2021-04-13 11:12:32.000,706.0,8603.0,2222.0,160.0,124.0,729.0,MIT,,thumbor,conda-forge/thumbor,2020-03-09 19:57:38.000,6.7.5,93.0,283.0,283.0,https://pypi.org/project/thumbor,https://anaconda.org/conda-forge/thumbor,,,8656.0,1.0,8656.0,,
266,uvloop,Ultra fast asyncio event loop.,Asynchronous Programming,,https://github.com/MagicStack/uvloop,True,29,MagicStack/uvloop,https://github.com/MagicStack/uvloop,2015-11-08 04:14:54.000,2021-10-11 13:29:42.000,2021-08-10 18:17:01.000,410.0,8113.0,892.0,42.0,47.0,219.0,,,uvloop,conda-forge/uvloop,2021-08-10 19:41:10.000,0.16.0,61.0,28177.0,28177.0,https://pypi.org/project/uvloop,https://anaconda.org/conda-forge/uvloop,2021-08-11 12:19:52.444,394992.0,8234.0,1.0,,346.0,
267,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,29,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2021-10-20 21:58:19.000,2021-10-19 22:18:15.000,695.0,7592.0,14162.0,255.0,364.0,1553.0,Apache-2.0,,prefect,conda-forge/prefect,2021-09-21 22:22:51.000,0.15.6,100.0,467.0,467.0,https://pypi.org/project/prefect,https://anaconda.org/conda-forge/prefect,2021-09-22 03:44:58.348,214866.0,6931.0,1.0,,,
268,supervisor,Supervisor process control system for UNIX.,DevOps Tools,,https://github.com/Supervisor/supervisor,True,29,Supervisor/supervisor,https://github.com/Supervisor/supervisor,2010-12-08 00:48:48.000,2021-10-09 07:17:40.000,2021-10-08 06:02:24.000,1079.0,7032.0,2325.0,157.0,114.0,901.0,,,supervisor,conda-forge/supervisor,,,16.0,6395.0,6395.0,https://pypi.org/project/supervisor,https://anaconda.org/conda-forge/supervisor,2021-03-04 19:30:40.641,173672.0,778274.0,2.0,775603.0,,
269,Robot Framework,A generic test automation framework.,Testing,,https://github.com/robotframework/robotframework,True,29,robotframework/robotframework,https://github.com/robotframework/robotframework,2014-06-27 11:10:38.000,2021-10-21 13:19:51.000,2021-10-21 08:25:22.000,1758.0,6371.0,13061.0,147.0,174.0,3459.0,,,robotframework,conda-forge/robotframework,2021-10-15 08:56:42.000,4.1.2,51.0,4328.0,4328.0,https://pypi.org/project/robotframework,https://anaconda.org/conda-forge/robotframework,2021-10-15 13:26:14.612,64774.0,1445.0,2.0,,514.0,
270,PyAutoGUI,PyAutoGUI is a cross-platform GUI automation Python module for human beings.,Testing,,https://github.com/asweigart/pyautogui,True,29,asweigart/pyautogui,https://github.com/asweigart/pyautogui,2014-07-17 23:30:38.000,2021-10-20 10:09:03.000,2021-09-14 17:41:07.000,749.0,5631.0,402.0,51.0,311.0,196.0,BSD-3-Clause,,pyautogui,conda-forge/pyautogui,,,11.0,10800.0,10800.0,https://pypi.org/project/pyautogui,https://anaconda.org/conda-forge/pyautogui,2021-10-13 11:30:22.592,135930.0,517569.0,2.0,514677.0,,
271,flower,Real-time monitor and web admin for Celery.,Admin Panels,,https://github.com/mher/flower,True,29,mher/flower,https://github.com/mher/flower,2012-07-08 13:35:09.000,2021-10-19 04:39:53.000,2021-10-19 04:39:53.000,829.0,4973.0,1283.0,184.0,55.0,733.0,,,flower,conda-forge/flower,,,8.0,6801.0,6801.0,https://pypi.org/project/flower,https://anaconda.org/conda-forge/flower,2021-07-04 00:47:58.411,98211.0,816703.0,2.0,815238.0,,
272,transitions,"A lightweight, object-oriented finite state machine implementation.",Algorithms and Design Patterns,,https://github.com/pytransitions/transitions,True,29,pytransitions/transitions,https://github.com/pytransitions/transitions,2014-10-12 20:59:09.000,2021-10-12 20:35:53.000,2021-10-04 15:34:02.000,452.0,3980.0,913.0,69.0,7.0,379.0,MIT,,transitions,conda-forge/transitions,2021-10-04 15:39:13.000,0.8.10,28.0,1798.0,1798.0,https://pypi.org/project/transitions,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407,47749.0,200519.0,1.0,198814.0,,
273,websockets,A library for building WebSocket servers and clients with a focus on correctness and simplicity.,WebSocket,,https://github.com/aaugustin/websockets,True,29,aaugustin/websockets,https://github.com/aaugustin/websockets,2013-03-30 08:59:30.000,2021-10-08 20:19:00.000,2021-10-07 19:35:41.000,383.0,3627.0,,52.0,23.0,773.0,BSD-3-Clause,,websockets,conda-forge/websockets,,,14.0,41133.0,41133.0,https://pypi.org/project/websockets,https://anaconda.org/conda-forge/websockets,2021-09-25 21:14:06.757,983715.0,11737166.0,1.0,11720206.0,,
274,schema,A library for validating Python data structures.,Data Validation,,https://github.com/keleshev/schema,True,29,keleshev/schema,https://github.com/keleshev/schema,2012-08-19 18:56:20.000,2021-10-20 11:33:00.000,2021-10-20 11:33:00.000,172.0,2448.0,399.0,62.0,65.0,66.0,MIT,,schema,conda-forge/schema,2020-07-31 12:02:49.000,0.7.3,10.0,3203.0,3203.0,https://pypi.org/project/schema,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832,34456.0,1021917.0,3.0,1020641.0,,
275,VCR.py,Record and replay HTTP interactions on your tests.,Testing,,https://github.com/kevin1024/vcrpy,True,29,kevin1024/vcrpy,https://github.com/kevin1024/vcrpy,2012-05-29 04:52:00.000,2021-10-06 22:02:14.000,2021-08-16 04:04:29.000,276.0,2107.0,1014.0,112.0,68.0,251.0,MIT,,vcrpy,conda-forge/vcrpy,2020-10-09 20:39:26.000,4.1.1,52.0,3301.0,3301.0,https://pypi.org/project/vcrpy,https://anaconda.org/conda-forge/vcrpy,2020-10-09 23:08:36.024,225386.0,1023563.0,2.0,1020249.0,,
276,python-magic,A Python interface to the libmagic file type identification library.,Files,,https://github.com/ahupp/python-magic,True,29,ahupp/python-magic,https://github.com/ahupp/python-magic,2010-03-31 22:40:33.000,2021-10-04 23:04:37.000,2021-10-04 23:04:28.000,221.0,1968.0,296.0,52.0,25.0,137.0,,,python-magic,conda-forge/python-magic,,,5.0,19530.0,19530.0,https://pypi.org/project/python-magic,https://anaconda.org/conda-forge/python-magic,2021-06-08 01:31:24.543,104059.0,3270465.0,2.0,3268538.0,,4.0
277,twython,A Python wrapper for the Twitter API.,Third-party APIs,,https://github.com/ryanmcgrath/twython,True,29,ryanmcgrath/twython,https://github.com/ryanmcgrath/twython,2009-04-02 05:01:31.000,2021-07-17 00:06:56.130,2021-07-16 22:33:17.000,381.0,1797.0,853.0,103.0,18.0,303.0,MIT,,twython,conda-forge/twython,2021-07-16 22:38:58.000,3.9.1,6.0,4708.0,4708.0,https://pypi.org/project/twython,https://anaconda.org/conda-forge/twython,2021-07-17 00:06:56.130,247210.0,119862.0,3.0,115198.0,,
278,napalm,Cross-vendor API to manipulate network devices.,Network Virtualization,,https://github.com/napalm-automation/napalm,True,29,napalm-automation/napalm,https://github.com/napalm-automation/napalm,2015-03-23 14:43:45.000,2021-10-14 16:54:34.000,2021-10-14 12:31:10.000,461.0,1777.0,4647.0,171.0,115.0,408.0,Apache-2.0,,napalm,conda-forge/napalm,2021-06-16 12:10:34.000,3.3.1,33.0,703.0,703.0,https://pypi.org/project/napalm,https://anaconda.org/conda-forge/napalm,,,21794.0,1.0,21794.0,,
279,PynamoDB,A Pythonic interface for [Amazon DynamoDB](https://aws.amazon.com/dynamodb/).,ORM,,https://github.com/pynamodb/PynamoDB,True,29,pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,2014-01-20 02:18:35.000,2021-09-18 17:33:17.000,2021-09-03 03:08:23.000,366.0,1746.0,753.0,89.0,181.0,275.0,MIT,,PynamoDB,conda-forge/PynamoDB,2021-06-29 15:30:38.000,5.1.0,46.0,821.0,821.0,https://pypi.org/project/PynamoDB,https://anaconda.org/conda-forge/PynamoDB,2021-06-29 17:57:04.759,126894.0,788460.0,2.0,783580.0,,
280,dateutil,Extensions to the standard Python [datetime](https://docs.python.org/3/library/datetime.html) module.,Date and Time,,https://github.com/dateutil/dateutil,True,29,dateutil/dateutil,https://github.com/dateutil/dateutil,2014-11-19 18:56:16.000,2021-10-12 09:58:53.000,2021-10-12 09:58:53.000,378.0,1676.0,1552.0,126.0,219.0,367.0,,,dateutil,conda-forge/dateutil,2021-07-14 08:18:11.000,2.8.2,18.0,577936.0,577936.0,https://pypi.org/project/dateutil,https://anaconda.org/conda-forge/dateutil,,,438.0,1.0,,34633.0,
281,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,Deep Learning,,https://github.com/pytorch/pytorch,True,28,pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13 05:26:41.000,2021-10-21 14:16:37.000,2021-10-21 14:10:54.000,13637.0,51558.0,41108.0,2911.0,6942.0,15788.0,,,pytorch,conda-forge/pytorch,2021-09-22 12:58:15.000,1.9.1,35.0,,,https://pypi.org/project/pytorch,https://anaconda.org/conda-forge/pytorch,2021-10-07 02:38:05.874,248092.0,24809.0,3.0,,,
282,poetry,Python dependency management and packaging made easy.,Package Management,,https://github.com/python-poetry/poetry,True,28,sdispater/poetry,https://github.com/python-poetry/poetry,2018-02-28 15:23:47.000,2021-10-21 00:44:23.000,2021-10-10 18:21:04.000,1368.0,16806.0,1885.0,292.0,1080.0,2119.0,MIT,python-poetry/poetry,poetry,conda-forge/poetry,2021-10-04 18:04:40.000,1.1.11,100.0,,,https://pypi.org/project/poetry,https://anaconda.org/conda-forge/poetry,2021-10-05 20:05:28.270,275543.0,212602.0,1.0,,8803429.0,
283,Zipline,A Pythonic algorithmic trading library.,Science,,https://github.com/quantopian/zipline,True,28,quantopian/zipline,https://github.com/quantopian/zipline,2012-10-19 15:50:29.000,2021-04-18 22:05:29.000,2020-10-14 16:36:49.000,3831.0,14522.0,6226.0,152.0,310.0,651.0,Apache-2.0,,zipline,conda-forge/zipline,2020-10-05 15:43:07.000,1.4.1,13.0,786.0,786.0,https://pypi.org/project/zipline,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5065.0,4829.0,2.0,4440.0,,
284,httpx,A next generation HTTP client for Python.,HTTP Clients,,https://github.com/encode/httpx,True,28,encode/httpx,https://github.com/encode/httpx,2019-04-04 12:27:00.000,2021-10-20 09:01:41.000,2021-10-18 10:19:42.000,495.0,7797.0,1063.0,142.0,45.0,578.0,BSD-3-Clause,,httpx,conda-forge/httpx,2021-10-13 09:44:22.000,0.20.0,33.0,11590.0,11590.0,https://pypi.org/project/httpx,https://anaconda.org/conda-forge/httpx,2021-10-13 18:30:36.050,82244.0,3575.0,2.0,,,
285,scapy,A brilliant packet manipulation library.,Hardware,,https://github.com/secdev/scapy,True,28,secdev/scapy,https://github.com/secdev/scapy,2015-10-01 17:06:46.000,2021-10-21 09:50:05.000,2021-10-21 09:29:28.000,1465.0,6779.0,5847.0,359.0,30.0,1210.0,GPL-2.0,,scapy,conda-forge/scapy,2021-04-19 19:10:12.000,2.4.5,12.0,6341.0,6341.0,https://pypi.org/project/scapy,https://anaconda.org/conda-forge/scapy,2021-04-19 22:31:08.354,13973.0,517.0,1.0,,,
