,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,release_count,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,trending
237,django-allauth,Authentication app for Django that just works.,Authentication,,https://github.com/pennersr/django-allauth,True,31,pennersr/django-allauth,https://github.com/pennersr/django-allauth,2010-10-10 20:10:52.000,2021-11-24 19:55:10.000,2021-11-24 19:15:56.000,2386.0,6856.0,2359.0,562.0,323.0,1443.0,MIT,,django-allauth,conda-forge/django-allauth,77725.0,77725.0,https://pypi.org/project/django-allauth,,1312.0,https://anaconda.org/conda-forge/django-allauth,2019-12-23 17:47:06.130,66941.0,11.0,2.0,,,,
238,google-api-python-client,Google APIs Client Library for Python.,Third-party APIs,,https://github.com/googleapis/google-api-python-client,True,31,google/google-api-python-client,https://github.com/googleapis/google-api-python-client,2014-01-08 21:55:56.000,2021-11-23 07:25:29.000,2021-11-23 07:24:31.000,1974.0,5232.0,,174.0,35.0,816.0,Apache-2.0,googleapis/google-api-python-client,google-api-python-client,conda-forge/google-api-python-client,80423.0,80423.0,https://pypi.org/project/google-api-python-client,,15060.0,https://anaconda.org/conda-forge/google-api-python-client,2021-11-16 20:12:03.310,963832.0,85.0,2.0,2021-11-16 16:47:30.000,2.31.0,93.0,
239,django-pipeline,An asset packaging library for Django.,Web Asset Management,,https://github.com/jazzband/django-pipeline,True,31,jazzband/django-pipeline,https://github.com/jazzband/django-pipeline,2011-06-03 19:01:34.000,2021-11-23 10:11:54.000,2021-11-23 10:11:53.000,354.0,1410.0,1170.0,169.0,121.0,310.0,MIT,,django-pipeline,conda-forge/django-pipeline,1850.0,1850.0,https://pypi.org/project/django-pipeline,102580.0,102580.0,https://anaconda.org/conda-forge/django-pipeline,,,9.0,1.0,2021-10-21 16:10:45.000,2.0.7,,
240,WTForms,A flexible forms validation and rendering library.,Forms,,https://github.com/wtforms/wtforms,True,31,wtforms/wtforms,https://github.com/wtforms/wtforms,2013-09-11 01:53:07.000,2021-11-07 15:32:57.789,2021-11-07 12:40:26.000,354.0,1260.0,1528.0,131.0,37.0,342.0,BSD-3-Clause,,wtforms,conda-forge/wtforms,111401.0,111401.0,https://pypi.org/project/wtforms,,1545.0,https://anaconda.org/conda-forge/wtforms,2021-11-07 15:32:57.789,83433.0,7.0,2.0,2021-11-07 12:24:11.000,3.0.0,,
241,thefuck,Correcting your previous console command.,Command-line Tools,,https://github.com/nvbn/thefuck,True,30,nvbn/thefuck,https://github.com/nvbn/thefuck,2015-04-08 15:08:04.000,2021-11-23 14:28:02.000,2021-09-05 14:58:35.000,2886.0,64848.0,1620.0,182.0,184.0,429.0,MIT,,thefuck,conda-forge/thefuck,310.0,310.0,https://pypi.org/project/thefuck,5933.0,5933.0,https://anaconda.org/conda-forge/thefuck,,,16.0,1.0,2021-06-09 19:58:15.000,3.31,,
242,fastapi,"A modern, fast, web framework for building APIs with Python 3.6+ based on standard Python type hints.",RESTful API,,https://github.com/tiangolo/fastapi,True,30,tiangolo/fastapi,https://github.com/tiangolo/fastapi,2018-12-08 08:21:47.000,2021-11-25 01:02:47.000,2021-10-26 18:54:22.000,2796.0,38733.0,1886.0,274.0,815.0,1691.0,MIT,,fastapi,conda-forge/fastapi,,,https://pypi.org/project/fastapi,4068989.0,4086545.0,https://anaconda.org/conda-forge/fastapi,2021-10-07 20:59:25.387,474018.0,100.0,2.0,2021-10-07 17:39:50.000,0.70.0,,
243,poetry,Python dependency management and packaging made easy.,Package Management,,https://github.com/python-poetry/poetry,True,30,sdispater/poetry,https://github.com/python-poetry/poetry,2018-02-28 15:23:47.000,2021-11-25 10:31:57.000,2021-11-23 07:00:58.000,1402.0,17201.0,1984.0,316.0,1092.0,2197.0,MIT,python-poetry/poetry,poetry,conda-forge/poetry,,,https://pypi.org/project/poetry,4166150.0,4388990.0,https://anaconda.org/conda-forge/poetry,2021-11-16 18:20:49.130,338071.0,100.0,1.0,2021-10-04 18:04:40.000,1.1.11,9391807.0,
244,luigi,A module that helps you build complex pipelines of batch jobs.,Distributed Computing,,https://github.com/spotify/luigi,True,30,spotify/luigi,https://github.com/spotify/luigi,2012-09-20 15:06:38.000,2021-11-24 12:45:36.000,2021-11-07 16:06:47.000,2222.0,15160.0,4009.0,567.0,69.0,850.0,Apache-2.0,,luigi,conda-forge/luigi,1594.0,1594.0,https://pypi.org/project/luigi,,7447.0,https://anaconda.org/conda-forge/luigi,2021-11-06 15:06:49.706,506414.0,51.0,2.0,2021-04-15 11:39:33.000,3.0.3,,
245,EasyOCR,Ready-to-use OCR with 40+ languages supported.,Computer Vision,,https://github.com/JaidedAI/EasyOCR,True,30,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,2020-03-14 11:46:39.000,2021-10-26 03:14:14.000,2021-10-15 02:56:26.000,1658.0,13131.0,474.0,90.0,126.0,323.0,Apache-2.0,,EasyOCR,conda-forge/EasyOCR,693.0,693.0,https://pypi.org/project/EasyOCR,129410.0,176081.0,https://anaconda.org/conda-forge/EasyOCR,,,15.0,1.0,2021-09-11 09:36:28.000,1.4.1,793411.0,
246,schedule,Python job scheduling for humans.,Job Scheduler,,https://github.com/dbader/schedule,True,30,dbader/schedule,https://github.com/dbader/schedule,2013-05-19 12:51:20.000,2021-10-31 06:16:23.000,2021-06-26 14:30:47.000,753.0,9202.0,372.0,45.0,102.0,242.0,MIT,,schedule,conda-forge/schedule,14815.0,14815.0,https://pypi.org/project/schedule,1642206.0,1642644.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,10096.0,3.0,2.0,,,,
247,paramiko,The leading native Python SSHv2 protocol library.,Cryptography,,https://github.com/paramiko/paramiko,True,30,paramiko/paramiko,https://github.com/paramiko/paramiko,2009-02-02 03:41:08.000,2021-11-25 08:19:47.000,2021-10-15 23:30:22.000,1671.0,7339.0,,160.0,681.0,600.0,LGPL-2.1,,paramiko,conda-forge/paramiko,49733.0,49733.0,https://pypi.org/project/paramiko,18303635.0,18326247.0,https://anaconda.org/conda-forge/paramiko,2021-10-13 12:54:20.800,1401959.0,16.0,1.0,,,,
248,Altair,Declarative statistical visualization library for Python.,Data Visualization,,https://github.com/altair-viz/altair,True,30,altair-viz/altair,https://github.com/altair-viz/altair,2015-09-19 03:14:04.000,2021-11-24 00:19:02.000,2021-11-19 14:06:58.000,592.0,7070.0,3097.0,133.0,216.0,1344.0,BSD-3-Clause,,altair,conda-forge/altair,18446.0,18446.0,https://pypi.org/project/altair,,16112.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519,1031230.0,19.0,2.0,2020-04-01 13:29:16.000,4.1.0,,
249,sh,A full-fledged subprocess replacement for Python.,Processes,,https://github.com/amoffat/sh,True,30,amoffat/sh,https://github.com/amoffat/sh,2012-01-15 05:52:06.000,2021-11-12 16:35:27.000,2021-11-12 16:35:27.000,434.0,5919.0,1218.0,82.0,9.0,393.0,MIT,,sh,conda-forge/sh,8031.0,8031.0,https://pypi.org/project/sh,2021480.0,2023310.0,https://anaconda.org/conda-forge/sh,2021-11-05 19:07:52.071,113468.0,4.0,1.0,,,,
250,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,Serialization,,https://github.com/marshmallow-code/marshmallow,True,30,marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,2013-11-10 21:32:24.000,2021-11-21 15:11:31.000,2021-11-21 10:08:38.000,562.0,5823.0,,197.0,107.0,973.0,MIT,,marshmallow,conda-forge/marshmallow,36057.0,36057.0,https://pypi.org/project/marshmallow,10257923.0,10272164.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513,882986.0,47.0,1.0,,,,
251,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,30,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2021-11-08 23:25:49.000,2021-06-08 14:06:40.000,765.0,5726.0,742.0,90.0,193.0,252.0,MIT,,pydub,conda-forge/pydub,9562.0,9562.0,https://pypi.org/project/pydub,940271.0,940829.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,19553.0,31.0,1.0,2021-03-10 02:10:41.000,0.25.1,,
252,hypothesis,Hypothesis is an advanced Quickcheck style property based testing library.,Testing,,https://github.com/HypothesisWorks/hypothesis,True,30,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,2013-03-10 13:51:19.000,2021-11-25 08:58:38.000,2021-11-22 21:14:43.000,448.0,5509.0,11112.0,254.0,62.0,1118.0,,,hypothesis,conda-forge/hypothesis,10520.0,10520.0,https://pypi.org/project/hypothesis,,78454.0,https://anaconda.org/conda-forge/hypothesis,2021-11-23 01:36:09.837,5021078.0,528.0,2.0,2021-11-22 21:15:04.000,hypothesis-python-6.27.1,,
253,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,30,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2021-11-13 06:48:02.000,2021-11-06 05:07:13.000,212.0,3729.0,1178.0,70.0,72.0,135.0,,,toolz,conda-forge/toolz,49602.0,49602.0,https://pypi.org/project/toolz,,85323.0,https://anaconda.org/conda-forge/toolz,2021-11-06 05:54:41.142,5546052.0,9.0,2.0,2021-11-06 05:11:34.000,0.11.2,,
254,geopy,Python Geocoding Toolbox.,Geolocation,,https://github.com/geopy/geopy,True,30,geopy/geopy,https://github.com/geopy/geopy,2010-03-04 22:05:28.000,2021-11-08 14:42:04.000,2021-09-26 10:28:21.000,537.0,3485.0,1072.0,123.0,22.0,227.0,MIT,,geopy,conda-forge/geopy,29518.0,29518.0,https://pypi.org/project/geopy,,9182.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,624401.0,34.0,1.0,2021-07-11 12:18:10.000,2.2.0,,
255,python-decouple,Strict separation of settings from code.,Configuration,,https://github.com/henriquebastos/python-decouple,True,30,henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,2014-02-25 04:16:08.000,2021-09-30 20:49:23.000,2021-09-30 20:45:28.000,141.0,1957.0,166.0,27.0,6.0,65.0,MIT,,python-decouple,conda-forge/python-decouple,51694.0,51694.0,https://pypi.org/project/python-decouple,643044.0,643699.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790,32764.0,4.0,1.0,2021-09-30 20:51:47.000,3.5,4.0,
256,wemake-python-styleguide,The strictest and most opinionated python linter ever.,Code Analysis,,https://github.com/wemake-services/wemake-python-styleguide,True,30,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,2018-03-09 21:04:25.000,2021-11-24 07:48:42.000,2021-11-23 07:19:21.000,308.0,1694.0,1929.0,156.0,77.0,902.0,MIT,,wemake-python-styleguide,conda-forge/wemake-python-styleguide,818.0,818.0,https://pypi.org/project/wemake-python-styleguide,134146.0,134146.0,https://anaconda.org/conda-forge/wemake-python-styleguide,,,51.0,2.0,2021-06-21 19:33:18.000,0.15.3,,
257,TheAlgorithms,All Algorithms implemented in Python.,Algorithms and Design Patterns,,https://github.com/TheAlgorithms/Python,True,29,TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,2016-05-20 05:25:33.155,2021-11-25 02:06:14.000,2021-11-24 14:23:44.000,32256.0,124033.0,2379.0,821.0,34.0,838.0,MIT,,Python,conda-forge/Python,,,https://pypi.org/project/Python,,611711.0,https://anaconda.org/conda-forge/Python,2021-11-20 04:08:56.608,40372935.0,68.0,1.0,,,,
258,keras,A high-level neural networks library and capable of running on top of either TensorFlow or Theano.,Deep Learning,,https://github.com/keras-team/keras,True,29,keras-team/keras,https://github.com/keras-team/keras,2015-03-28 00:35:42.000,2021-11-25 04:46:36.000,2021-11-23 23:30:44.000,18053.0,53281.0,6226.0,1005.0,189.0,10733.0,,,keras,conda-forge/keras,,,https://pypi.org/project/keras,7352437.0,7383312.0,https://anaconda.org/conda-forge/keras,2021-11-17 14:25:37.387,1945131.0,32.0,2.0,2021-11-03 16:24:54.000,2.7.0,,
259,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,Deep Learning,,https://github.com/pytorch/pytorch,True,29,pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13 05:26:41.000,2021-11-25 14:04:40.000,2021-11-25 01:17:01.000,13865.0,52336.0,41977.0,2975.0,7207.0,16112.0,,,pytorch,conda-forge/pytorch,,,https://pypi.org/project/pytorch,47020.0,73565.0,https://anaconda.org/conda-forge/pytorch,2021-10-26 08:21:19.308,291944.0,36.0,2.0,2021-10-21 15:49:53.000,1.10.0,370.0,
260,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,29,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2021-11-24 22:44:39.000,2021-11-23 21:00:25.000,1356.0,15607.0,,306.0,43.0,1044.0,MIT,sanic-org/sanic,sanic,conda-forge/sanic,6096.0,6096.0,https://pypi.org/project/sanic,,3538.0,https://anaconda.org/conda-forge/sanic,2021-11-21 18:04:57.811,173403.0,51.0,2.0,2021-11-21 12:28:25.000,21.9.3,,
261,beets,A music library manager and [MusicBrainz](https://musicbrainz.org/) tagger.,Audio,,https://github.com/beetbox/beets,True,29,beetbox/beets,https://github.com/beetbox/beets,2010-08-09 23:17:20.000,2021-11-23 02:00:55.000,2021-11-23 02:00:54.000,1600.0,10496.0,10262.0,473.0,454.0,1973.0,MIT,,beets,conda-forge/beets,228.0,228.0,https://pypi.org/project/beets,,69.0,https://anaconda.org/conda-forge/beets,,,32.0,1.0,2021-08-19 20:04:24.000,1.5.0,6942.0,
262,thumbor,"A smart imaging service. It enables on-demand crop, re-sizing and flipping of images.",Image Processing,,https://github.com/thumbor/thumbor,True,29,thumbor/thumbor,https://github.com/thumbor/thumbor,2011-03-16 17:30:05.000,2021-11-25 13:01:59.000,2021-11-25 13:01:59.000,711.0,8654.0,2231.0,162.0,124.0,732.0,MIT,,thumbor,conda-forge/thumbor,286.0,286.0,https://pypi.org/project/thumbor,8514.0,8514.0,https://anaconda.org/conda-forge/thumbor,,,93.0,1.0,2020-03-09 19:57:38.000,6.7.5,,
263,uvloop,Ultra fast asyncio event loop.,Asynchronous Programming,,https://github.com/MagicStack/uvloop,True,29,MagicStack/uvloop,https://github.com/MagicStack/uvloop,2015-11-08 04:14:54.000,2021-11-03 19:13:00.000,2021-08-10 18:17:01.000,414.0,8194.0,892.0,42.0,49.0,221.0,,,uvloop,conda-forge/uvloop,29704.0,29704.0,https://pypi.org/project/uvloop,,8197.0,https://anaconda.org/conda-forge/uvloop,2021-11-02 13:47:36.275,401429.0,61.0,1.0,2021-08-10 19:41:10.000,0.16.0,346.0,
264,supervisor,Supervisor process control system for UNIX.,DevOps Tools,,https://github.com/Supervisor/supervisor,True,29,Supervisor/supervisor,https://github.com/Supervisor/supervisor,2010-12-08 00:48:48.000,2021-11-07 12:33:09.903,2021-11-04 03:11:48.000,1082.0,7072.0,2333.0,159.0,110.0,911.0,,,supervisor,conda-forge/supervisor,6506.0,6506.0,https://pypi.org/project/supervisor,811430.0,814107.0,https://anaconda.org/conda-forge/supervisor,2021-11-07 12:33:09.903,176700.0,16.0,2.0,,,,
265,PyAutoGUI,PyAutoGUI is a cross-platform GUI automation Python module for human beings.,Testing,,https://github.com/asweigart/pyautogui,True,29,asweigart/pyautogui,https://github.com/asweigart/pyautogui,2014-07-17 23:30:38.000,2021-11-16 09:51:57.000,2021-09-14 17:41:07.000,772.0,5829.0,402.0,51.0,320.0,197.0,BSD-3-Clause,,pyautogui,conda-forge/pyautogui,11393.0,11393.0,https://pypi.org/project/pyautogui,505828.0,508714.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,138569.0,11.0,2.0,,,,
266,flower,Real-time monitor and web admin for Celery.,Admin Panels,,https://github.com/mher/flower,True,29,mher/flower,https://github.com/mher/flower,2012-07-08 13:35:09.000,2021-11-22 22:47:04.000,2021-10-19 04:39:53.000,837.0,5007.0,1283.0,184.0,59.0,734.0,,,flower,conda-forge/flower,7011.0,7011.0,https://pypi.org/project/flower,857286.0,858769.0,https://anaconda.org/conda-forge/flower,2021-11-11 14:05:03.660,100866.0,8.0,2.0,,,,
267,transitions,"A lightweight, object-oriented finite state machine implementation.",Algorithms and Design Patterns,,https://github.com/pytransitions/transitions,True,29,pytransitions/transitions,https://github.com/pytransitions/transitions,2014-10-12 20:59:09.000,2021-11-25 12:42:46.000,2021-10-04 15:34:02.000,457.0,4044.0,913.0,69.0,10.0,380.0,MIT,,transitions,conda-forge/transitions,1854.0,1854.0,https://pypi.org/project/transitions,184952.0,188604.0,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407,105909.0,28.0,1.0,2021-10-04 15:39:13.000,0.8.10,,
268,attrs,"Replacement for `__init__`, `__eq__`, `__repr__`, etc. boilerplate in class definitions.",Built-in Classes Enhancement,,https://github.com/python-attrs/attrs,True,29,python-attrs/attrs,https://github.com/python-attrs/attrs,2015-01-27 15:01:01.000,2021-11-25 09:00:20.000,2021-11-25 09:00:10.000,274.0,3749.0,,109.0,98.0,405.0,MIT,,attrs,conda-forge/attrs,307648.0,307648.0,https://pypi.org/project/attrs,,212968.0,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094,11926233.0,14.0,1.0,2021-05-07 09:39:42.000,21.2.0,,
269,websockets,A library for building WebSocket servers and clients with a focus on correctness and simplicity.,WebSocket,,https://github.com/aaugustin/websockets,True,29,aaugustin/websockets,https://github.com/aaugustin/websockets,2013-03-30 08:59:30.000,2021-11-20 19:33:55.000,2021-11-20 19:33:47.000,389.0,3688.0,,52.0,18.0,791.0,BSD-3-Clause,,websockets,conda-forge/websockets,43480.0,43480.0,https://pypi.org/project/websockets,8494941.0,8512911.0,https://anaconda.org/conda-forge/websockets,2021-11-15 18:28:25.816,1060283.0,15.0,1.0,,,,
270,mongoengine,A Python Object-Document-Mapper for working with MongoDB.,ORM,,https://github.com/MongoEngine/mongoengine,True,29,MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,2012-03-05 12:10:20.000,2021-11-16 14:49:37.000,2021-11-12 19:58:36.000,1096.0,3613.0,3911.0,373.0,329.0,1233.0,MIT,,mongoengine,conda-forge/mongoengine,15010.0,15010.0,https://pypi.org/project/mongoengine,,2244.0,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762,141382.0,35.0,2.0,2021-05-04 10:21:01.000,0.23.1,,
271,responses,A utility library for mocking out the requests Python library.,Testing,,https://github.com/getsentry/responses,True,29,getsentry/responses,https://github.com/getsentry/responses,2013-11-15 23:28:18.000,2021-11-24 19:54:08.000,2021-11-24 19:51:20.000,266.0,3387.0,553.0,103.0,33.0,161.0,Apache-2.0,,responses,conda-forge/responses,11195.0,11195.0,https://pypi.org/project/responses,,23627.0,https://anaconda.org/conda-forge/responses,2021-11-16 18:02:14.707,897862.0,30.0,2.0,2021-11-16 15:29:56.000,0.16.0,21.0,
272,schema,A library for validating Python data structures.,Data Validation,,https://github.com/keleshev/schema,True,29,keleshev/schema,https://github.com/keleshev/schema,2012-08-19 18:56:20.000,2021-10-20 11:33:00.000,2021-10-20 11:33:00.000,173.0,2463.0,399.0,62.0,65.0,67.0,MIT,,schema,conda-forge/schema,3341.0,3341.0,https://pypi.org/project/schema,1363285.0,1364591.0,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832,36583.0,10.0,2.0,2020-07-31 12:02:49.000,0.7.3,,
273,VCR.py,Record and replay HTTP interactions on your tests.,Testing,,https://github.com/kevin1024/vcrpy,True,29,kevin1024/vcrpy,https://github.com/kevin1024/vcrpy,2012-05-29 04:52:00.000,2021-11-14 22:26:48.000,2021-11-03 14:27:17.000,279.0,2130.0,1023.0,114.0,69.0,251.0,MIT,,vcrpy,conda-forge/vcrpy,3385.0,3385.0,https://pypi.org/project/vcrpy,1750153.0,1753475.0,https://anaconda.org/conda-forge/vcrpy,2020-10-09 23:08:36.024,229284.0,52.0,2.0,2020-10-09 20:39:26.000,4.1.1,,
274,httpretty,HTTP request mock tool for Python.,Testing,,https://github.com/gabrielfalcao/HTTPretty,True,29,gabrielfalcao/HTTPretty,https://github.com/gabrielfalcao/HTTPretty,2011-01-28 14:59:02.000,2021-11-05 14:27:36.000,2021-11-05 14:27:35.000,238.0,1920.0,681.0,104.0,87.0,140.0,MIT,,HTTPretty,conda-forge/HTTPretty,5344.0,5344.0,https://pypi.org/project/HTTPretty,474655.0,476617.0,https://anaconda.org/conda-forge/HTTPretty,2021-08-16 20:48:49.567,133483.0,14.0,2.0,,,,
275,twython,A Python wrapper for the Twitter API.,Third-party APIs,,https://github.com/ryanmcgrath/twython,True,29,ryanmcgrath/twython,https://github.com/ryanmcgrath/twython,2009-04-02 05:01:31.000,2021-07-17 00:06:56.130,2021-07-16 22:33:17.000,381.0,1807.0,853.0,103.0,18.0,303.0,MIT,,twython,conda-forge/twython,4773.0,4773.0,https://pypi.org/project/twython,120236.0,124831.0,https://anaconda.org/conda-forge/twython,2021-07-17 00:06:56.130,248181.0,6.0,3.0,2021-07-16 22:38:58.000,3.9.1,,
276,dateutil,Extensions to the standard Python [datetime](https://docs.python.org/3/library/datetime.html) module.,Date and Time,,https://github.com/dateutil/dateutil,True,29,dateutil/dateutil,https://github.com/dateutil/dateutil,2014-11-19 18:56:16.000,2021-11-18 11:44:41.000,2021-10-12 09:58:53.000,380.0,1697.0,1552.0,126.0,220.0,368.0,,,dateutil,conda-forge/dateutil,599039.0,599039.0,https://pypi.org/project/dateutil,,433.0,https://anaconda.org/conda-forge/dateutil,,,18.0,1.0,2021-07-14 08:18:11.000,2.8.2,34649.0,
277,blinker,A fast Python in-process signal/event dispatching system.,Miscellaneous,,https://github.com/jek/blinker,True,29,jek/blinker,https://github.com/jek/blinker,2013-07-03 10:32:39.000,2021-11-25 02:14:46.000,2021-01-29 13:36:38.000,158.0,1300.0,117.0,11.0,18.0,16.0,MIT,,blinker,conda-forge/blinker,86750.0,86750.0,https://pypi.org/project/blinker,9807910.0,9864145.0,https://anaconda.org/conda-forge/blinker,2018-06-20 18:05:16.770,3767809.0,1.0,2.0,,,,
278,Rope,Rope is a python refactoring library.,Refactoring,,https://github.com/python-rope/rope,True,29,python-rope/rope,https://github.com/python-rope/rope,2013-11-30 15:30:20.000,2021-11-22 17:32:33.372,2021-11-22 15:12:48.000,127.0,1233.0,2238.0,67.0,70.0,160.0,LGPL-3.0,,rope,conda-forge/rope,32834.0,32834.0,https://pypi.org/project/rope,539543.0,550466.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372,600773.0,12.0,1.0,,,,
279,python-slugify,A Python slugify library that translates unicode to ASCII.,Text Processing,,https://github.com/un33k/python-slugify,True,29,un33k/python-slugify,https://github.com/un33k/python-slugify,2012-10-15 01:44:50.000,2021-05-25 18:11:56.000,2021-05-12 17:25:01.000,86.0,1131.0,214.0,30.0,2.0,49.0,MIT,,python-slugify,conda-forge/python-slugify,22091.0,22091.0,https://pypi.org/project/python-slugify,4682176.0,4692011.0,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618,609826.0,16.0,1.0,,,,
280,Zipline,A Pythonic algorithmic trading library.,Science,,https://github.com/quantopian/zipline,True,28,quantopian/zipline,https://github.com/quantopian/zipline,2012-10-19 15:50:29.000,2021-11-01 20:36:25.000,2020-10-14 16:36:49.000,3867.0,14642.0,6226.0,153.0,311.0,651.0,Apache-2.0,,zipline,conda-forge/zipline,796.0,796.0,https://pypi.org/project/zipline,,371.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5207.0,13.0,2.0,2020-10-05 15:43:07.000,1.4.1,,
281,django-debug-toolbar,Display various debug information for Django.,Debugging Tools,,https://github.com/jazzband/django-debug-toolbar,True,28,jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,2008-08-28 06:58:04.000,2021-11-24 12:59:59.000,2021-11-24 12:59:58.000,823.0,6726.0,,248.0,79.0,695.0,BSD-3-Clause,,django-debug-toolbar,conda-forge/django-debug-toolbar,44602.0,44602.0,https://pypi.org/project/django-debug-toolbar,,1859.0,https://anaconda.org/conda-forge/django-debug-toolbar,2021-08-14 18:36:13.289,126359.0,18.0,1.0,2021-10-26 07:18:50.000,3.2.2,173.0,
282,PyMySQL,A pure Python MySQL driver compatible to mysql-python.,Database Drivers,,https://github.com/PyMySQL/PyMySQL,True,28,PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,2011-07-27 17:38:47.000,2021-10-09 20:48:05.000,2021-10-02 07:23:14.000,1255.0,6671.0,,111.0,18.0,568.0,MIT,,PyMySQL,conda-forge/PyMySQL,99207.0,99207.0,https://pypi.org/project/PyMySQL,,8349.0,https://anaconda.org/conda-forge/PyMySQL,2021-01-09 16:18:43.582,409131.0,10.0,2.0,,,,
283,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,28,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2021-11-22 18:30:46.000,2021-11-12 05:03:34.000,409.0,5326.0,1670.0,158.0,113.0,659.0,BSD-3-Clause,,pip-tools,conda-forge/pip-tools,,,https://pypi.org/project/pip-tools,3607039.0,3608094.0,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029,20048.0,47.0,3.0,2021-10-12 15:57:21.000,6.4.0,,
284,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,28,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2021-11-21 20:36:15.000,2020-04-26 05:15:03.000,423.0,4609.0,205.0,41.0,64.0,136.0,MIT,,xmltodict,conda-forge/xmltodict,32979.0,32979.0,https://pypi.org/project/xmltodict,,20301.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803,1278987.0,3.0,1.0,,,,
285,grequests,requests + gevent for asynchronous HTTP requests.,HTTP Clients,,https://github.com/spyoungtech/grequests,True,28,spyoungtech/grequests,https://github.com/spyoungtech/grequests,2012-05-10 21:50:15.000,2021-10-04 17:48:26.000,2021-10-04 17:48:26.000,298.0,3900.0,84.0,28.0,9.0,96.0,BSD-2-Clause,,grequests,conda-forge/grequests,2678.0,2678.0,https://pypi.org/project/grequests,613768.0,614467.0,https://anaconda.org/conda-forge/grequests,2020-04-22 02:04:17.085,43373.0,3.0,3.0,2020-04-05 14:26:36.000,0.6.0,,
286,bleach,A whitelist-based HTML sanitization and text linkification library.,HTML Manipulation,,https://github.com/mozilla/bleach,True,28,mozilla/bleach,https://github.com/mozilla/bleach,2010-02-19 01:12:41.000,2021-10-08 18:22:55.000,2021-10-05 14:21:18.000,206.0,2255.0,,72.0,46.0,283.0,,,bleach,conda-forge/bleach,147906.0,147906.0,https://pypi.org/project/bleach,19103123.0,19197254.0,https://anaconda.org/conda-forge/bleach,2021-08-25 16:24:35.692,5459640.0,22.0,1.0,,,,
