,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,closed_issue_count,commit_count,license,open_issue_count,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
237,gym,A toolkit for developing and comparing reinforcement learning algorithms.,Machine Learning,,https://github.com/openai/gym,True,33,openai/gym,https://github.com/openai/gym,2016-04-27 14:59:16.000,2023-04-02 11:28:15.000,2023-01-30 18:15:21,7837.0,30810.0,384.0,1708.0,1757.0,,49.0,,gym,conda-forge/gym,2022-10-04 16:39:12,0.26.2,19.0,40015.0,40015.0,https://pypi.org/project/gym,614997.0,620866.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,211316.0,2.0,,
238,httpie,"A command line HTTP client, a user-friendly cURL replacement.",Command-line Tools,,https://github.com/httpie/httpie,True,33,jakubroztocil/httpie,https://github.com/httpie/httpie,2012-02-25 12:39:13.000,2023-04-11 21:04:52.000,2023-03-29 01:30:30,3543.0,27260.0,157.0,677.0,1745.0,BSD-3-Clause,133.0,httpie/httpie,httpie,conda-forge/httpie,2022-05-06 07:08:58,3.2.1,44.0,13123.0,13123.0,https://pypi.org/project/httpie,200395.0,202007.0,https://anaconda.org/conda-forge/httpie,2022-11-01 18:40:12.660,96682.0,1.0,3179.0,
239,uvloop,Ultra fast asyncio event loop.,Asynchronous Programming,,https://github.com/MagicStack/uvloop,True,33,MagicStack/uvloop,https://github.com/MagicStack/uvloop,2015-11-08 04:14:54.000,2023-04-07 20:33:17.000,2023-01-15 16:27:26,467.0,9267.0,56.0,249.0,925.0,Apache-2.0,57.0,,uvloop,conda-forge/uvloop,2022-09-14 16:49:43,0.17.0,62.0,73356.0,73356.0,https://pypi.org/project/uvloop,9788741.0,9797373.0,https://anaconda.org/conda-forge/uvloop,2022-10-26 18:33:13.711,569470.0,1.0,373.0,
240,rq,Simple job queues for Python.,Task Queues,,https://github.com/rq/rq,True,33,rq/rq,https://github.com/rq/rq,2011-11-14 10:53:48.000,2023-04-09 12:07:59.000,2023-04-08 11:55:28,1322.0,8861.0,286.0,901.0,1742.0,,137.0,,rq,conda-forge/rq,2023-02-19 14:09:30,1.13.0,23.0,13220.0,13220.0,https://pypi.org/project/rq,663303.0,664401.0,https://anaconda.org/conda-forge/rq,2021-06-30 09:49:43.099,88979.0,1.0,,
241,hypothesis,Hypothesis is an advanced Quickcheck style property based testing library.,Testing,,https://github.com/HypothesisWorks/hypothesis,True,33,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,2013-03-10 13:51:19.000,2023-04-09 00:07:05.000,2023-04-07 18:53:02,524.0,6631.0,306.0,1327.0,12839.0,,54.0,,hypothesis,conda-forge/hypothesis,2023-04-07 18:53:23,hypothesis-python-6.71.0,658.0,20080.0,20080.0,https://pypi.org/project/hypothesis,4803964.0,4895429.0,https://anaconda.org/conda-forge/hypothesis,2023-04-07 23:35:14.595,7408732.0,1.0,,
242,flask-restful,Quickly building REST APIs for Flask.,RESTful API,,https://github.com/flask-restful/flask-restful,True,33,flask-restful/flask-restful,https://github.com/flask-restful/flask-restful,2012-10-12 00:08:51.000,2023-03-23 14:35:00.000,2022-03-04 14:26:53,987.0,6553.0,160.0,455.0,835.0,BSD-3-Clause,94.0,,flask-restful,conda-forge/flask-restful,2014-03-04 22:01:44,0.2.12,6.0,89945.0,89945.0,https://pypi.org/project/flask-restful,1409445.0,1411410.0,https://anaconda.org/conda-forge/flask-restful,2021-05-30 20:35:27.543,155256.0,2.0,,
243,virtualenv,A tool to create isolated Python environments.,Environment Management,,https://github.com/pypa/virtualenv,True,33,pypa/virtualenv,https://github.com/pypa/virtualenv,2011-03-06 14:33:27.000,2023-04-10 22:02:26.000,2023-04-09 15:15:28,913.0,4433.0,96.0,1193.0,,MIT,77.0,,virtualenv,conda-forge/virtualenv,2023-02-28 18:51:11,20.20.0,54.0,249214.0,249214.0,https://pypi.org/project/virtualenv,45958530.0,46014537.0,https://anaconda.org/conda-forge/virtualenv,2023-03-13 10:36:55.365,4088522.0,1.0,,
244,tablib,"A module for Tabular Datasets in XLS, CSV, JSON, YAML.",Specific Formats Processing,,https://github.com/jazzband/tablib,True,33,jazzband/tablib,https://github.com/jazzband/tablib,2011-03-28 02:36:50.000,2023-04-11 12:17:55.000,2023-04-11 12:17:55,546.0,4243.0,121.0,214.0,1165.0,MIT,28.0,,tablib,conda-forge/tablib,2023-03-24 12:05:43,3.4.0,15.0,41251.0,41251.0,https://pypi.org/project/tablib,1663726.0,1664818.0,https://anaconda.org/conda-forge/tablib,2023-03-24 14:13:35.261,84114.0,1.0,,
245,responses,A utility library for mocking out the requests Python library.,Testing,,https://github.com/getsentry/responses,True,33,getsentry/responses,https://github.com/getsentry/responses,2013-11-15 23:28:18.000,2023-03-10 23:16:36.000,2023-03-10 21:27:42,307.0,3844.0,118.0,260.0,704.0,Apache-2.0,1.0,,responses,conda-forge/responses,2023-03-10 21:27:41,0.23.1,38.0,23744.0,23744.0,https://pypi.org/project/responses,10418755.0,10447122.0,https://anaconda.org/conda-forge/responses,2022-05-26 01:32:16.033,1560235.0,1.0,110.0,
246,itsdangerous,Various helpers to pass trusted data to untrusted environments.,Miscellaneous,,https://github.com/pallets/itsdangerous,True,33,pallets/itsdangerous,https://github.com/pallets/itsdangerous,2011-06-24 00:09:55.000,2023-04-04 12:14:25.000,2023-04-03 13:16:37,203.0,2650.0,42.0,108.0,,BSD-3-Clause,,,itsdangerous,conda-forge/itsdangerous,2022-03-24 15:14:38,2.1.2,7.0,812027.0,812027.0,https://pypi.org/project/itsdangerous,50167516.0,50231286.0,https://anaconda.org/conda-forge/itsdangerous,2022-03-24 18:41:25.078,5101641.0,1.0,,
247,motor,The async Python driver for MongoDB.,Database Drivers,,https://github.com/mongodb/motor,True,33,mongodb/motor,https://github.com/mongodb/motor,2013-01-11 21:34:44.000,2023-04-12 19:30:06.000,2023-04-12 19:30:05,178.0,2142.0,42.0,,1720.0,Apache-2.0,,,motor,conda-forge/motor,2023-04-03 20:26:32,3.1.2,9.0,55775.0,55775.0,https://pypi.org/project/motor,1345853.0,1346908.0,https://anaconda.org/conda-forge/motor,2023-04-06 01:22:31.740,54891.0,2.0,,
248,keras,A high-level neural networks library and capable of running on top of either TensorFlow or Theano.,Deep Learning,,https://github.com/keras-team/keras,True,32,keras-team/keras,https://github.com/keras-team/keras,2015-03-28 00:35:42.000,2023-04-13 13:22:07.000,2023-04-12 02:17:32,18418.0,57892.0,1177.0,11403.0,8024.0,Apache-2.0,285.0,,keras,conda-forge/keras,2023-03-21 20:12:17,2.12.0,47.0,,,https://pypi.org/project/keras,10415528.0,10452710.0,https://anaconda.org/conda-forge/keras,2023-03-25 02:52:58.755,2974634.0,2.0,,
249,jieba,The most popular Chinese text segmentation library.,Natural Language Processing,,https://github.com/fxsjy/jieba,True,32,fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000,2020-02-15 08:33:35,6402.0,30338.0,48.0,215.0,523.0,MIT,606.0,,jieba,conda-forge/jieba,2020-01-20 14:23:50,0.42.1,9.0,21626.0,21626.0,https://pypi.org/project/jieba,498695.0,500592.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,136632.0,1.0,,
250,cookiecutter,A command-line utility that creates projects from cookiecutters (project templates).,Command-line Tools,,https://github.com/cookiecutter/cookiecutter,True,32,audreyr/cookiecutter,https://github.com/cookiecutter/cookiecutter,2013-07-14 18:31:22.000,2023-04-08 11:42:11.000,2022-09-09 12:04:10,1772.0,19315.0,285.0,567.0,,BSD-3-Clause,198.0,cookiecutter/cookiecutter,cookiecutter,conda-forge/cookiecutter,2022-06-01 16:44:53,2.1.1,21.0,19350.0,19350.0,https://pypi.org/project/cookiecutter,2219004.0,2226864.0,https://anaconda.org/conda-forge/cookiecutter,2022-06-01 22:24:42.468,652455.0,1.0,,
251,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,32,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2023-04-10 08:27:04.000,2023-04-09 19:23:21,1463.0,16984.0,329.0,1231.0,,MIT,58.0,sanic-org/sanic,sanic,conda-forge/sanic,2023-03-26 19:55:52,23.3.0,67.0,12921.0,12921.0,https://pypi.org/project/sanic,852089.0,856128.0,https://anaconda.org/conda-forge/sanic,2022-12-28 16:37:57.974,266587.0,2.0,,
252,dask,A flexible parallel computing library for analytic computing.,Distributed Computing,,https://github.com/dask/dask,True,32,dask/dask,https://github.com/dask/dask,2015-01-04 18:50:00.000,2023-04-13 13:13:49.000,2023-04-12 16:11:15,1565.0,10889.0,580.0,3951.0,,BSD-3-Clause,748.0,,dask,conda-forge/dask,,,143.0,47589.0,47589.0,https://pypi.org/project/dask,7003146.0,7105392.0,https://anaconda.org/conda-forge/dask,2023-03-24 23:56:59.204,8486438.0,2.0,,
253,fuzzywuzzy,Fuzzy String Matching.,Text Processing,,https://github.com/seatgeek/fuzzywuzzy,True,32,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,2011-07-08 19:32:34.000,2023-02-24 19:00:26.000,2021-09-09 20:54:41,872.0,8857.0,70.0,103.0,384.0,GPL-2.0,82.0,,fuzzywuzzy,conda-forge/fuzzywuzzy,2020-02-13 22:14:12,0.18.0,23.0,18057.0,18057.0,https://pypi.org/project/fuzzywuzzy,6380505.0,6386161.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,458216.0,2.0,,
254,paramiko,The leading native Python SSHv2 protocol library.,Cryptography,,https://github.com/paramiko/paramiko,True,32,paramiko/paramiko,https://github.com/paramiko/paramiko,2009-02-02 03:41:08.000,2023-04-12 23:07:34.000,2023-04-12 23:07:28,1830.0,8256.0,183.0,726.0,,LGPL-2.1,755.0,,paramiko,conda-forge/paramiko,,,27.0,74829.0,74829.0,https://pypi.org/project/paramiko,35533043.0,35570918.0,https://anaconda.org/conda-forge/paramiko,2023-03-13 21:04:24.021,2992133.0,1.0,,
255,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,32,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2023-04-01 21:55:20.000,2022-12-08 17:49:19,916.0,7072.0,95.0,262.0,746.0,MIT,259.0,,pydub,conda-forge/pydub,2021-03-10 02:10:41,0.25.1,31.0,22282.0,22282.0,https://pypi.org/project/pydub,6786249.0,6787118.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,45224.0,1.0,,
256,Pendulum,Python datetimes made easy.,Date and Time,,https://github.com/sdispater/pendulum,True,32,sdispater/pendulum,https://github.com/sdispater/pendulum,2016-06-27 23:37:53.000,2023-04-11 01:55:34.000,2023-02-25 00:51:39,313.0,5407.0,88.0,262.0,793.0,MIT,200.0,,pendulum,conda-forge/pendulum,2020-07-24 18:17:05,2.1.2,46.0,19095.0,19095.0,https://pypi.org/project/pendulum,11464520.0,11474490.0,https://anaconda.org/conda-forge/pendulum,2023-02-04 04:46:37.602,697855.0,1.0,89.0,
257,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,32,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2023-04-07 19:09:31.000,2022-11-03 19:39:10,229.0,4225.0,74.0,142.0,1206.0,,77.0,,toolz,conda-forge/toolz,2022-07-10 04:29:08,0.12.0,10.0,88908.0,88908.0,https://pypi.org/project/toolz,17132356.0,17310069.0,https://anaconda.org/conda-forge/toolz,2022-07-10 20:41:15.066,14572508.0,2.0,,
258,XlsxWriter,A Python module for creating Excel .xlsx files.,Specific Formats Processing,,https://github.com/jmcnamara/XlsxWriter,True,32,jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,2013-01-04 01:07:06.000,2023-04-09 19:36:02.000,2023-04-09 19:35:49,581.0,3207.0,47.0,844.0,1170.0,BSD-2-Clause,18.0,,XlsxWriter,conda-forge/XlsxWriter,,,53.0,58096.0,58096.0,https://pypi.org/project/XlsxWriter,11306047.0,11342311.0,https://anaconda.org/conda-forge/XlsxWriter,2023-03-13 23:11:54.668,2574764.0,2.0,,
259,splinter,Open source tool for testing web applications.,Testing,,https://github.com/cobrateam/splinter,True,32,cobrateam/splinter,https://github.com/cobrateam/splinter,2010-09-18 20:59:15.000,2023-04-10 08:57:10.000,2023-04-07 16:14:23,498.0,2621.0,175.0,469.0,2197.0,BSD-3-Clause,46.0,,splinter,conda-forge/splinter,2023-01-17 23:34:20,0.19.0,14.0,6300.0,6300.0,https://pypi.org/project/splinter,88171.0,88171.0,https://anaconda.org/conda-forge/splinter,,,2.0,,
260,python-decouple,Strict separation of settings from code.,Configuration,,https://github.com/HBNetwork/python-decouple,True,32,henriquebastos/python-decouple,https://github.com/HBNetwork/python-decouple,2014-02-25 04:16:08.000,2023-03-02 20:01:30.392,2023-03-01 19:34:07,168.0,2392.0,35.0,81.0,194.0,MIT,4.0,HBNetwork/python-decouple,python-decouple,conda-forge/python-decouple,2023-03-01 19:38:11,3.8,8.0,94838.0,94838.0,https://pypi.org/project/python-decouple,1304730.0,1305610.0,https://anaconda.org/conda-forge/python-decouple,2023-03-02 20:01:30.392,58964.0,1.0,11.0,
261,pyglet,A cross-platform windowing and multimedia library for Python.,GUI Development,,https://github.com/pyglet/pyglet,True,32,pyglet/pyglet,https://github.com/pyglet/pyglet,2016-07-15 15:07:12.983,2023-04-12 12:36:40.000,2023-04-12 12:36:39,257.0,1453.0,146.0,385.0,5749.0,BSD-3-Clause,61.0,,pyglet,conda-forge/pyglet,2023-02-28 06:22:50,2.0.5,38.0,21058.0,21058.0,https://pypi.org/project/pyglet,272615.0,278782.0,https://anaconda.org/conda-forge/pyglet,2023-01-27 21:18:56.023,499606.0,1.0,,
262,MarkupSafe,Implements a XML/HTML/XHTML Markup safe string for Python.,HTML Manipulation,,https://github.com/pallets/markupsafe,True,32,pallets/markupsafe,https://github.com/pallets/markupsafe,2010-06-22 17:22:58.000,2023-04-12 10:18:31.000,2023-04-03 13:16:52,125.0,529.0,40.0,104.0,,BSD-3-Clause,1.0,,markupsafe,conda-forge/markupsafe,2023-01-17 18:26:06,2.1.2,10.0,1171577.0,1171577.0,https://pypi.org/project/markupsafe,113067566.0,113411098.0,https://anaconda.org/conda-forge/markupsafe,2023-01-19 14:11:00.718,28855201.0,1.0,449.0,
263,diagrams,Diagram as Code.,Data Visualization,,https://github.com/mingrammer/diagrams,True,31,mingrammer/diagrams,https://github.com/mingrammer/diagrams,2020-02-02 15:23:24.000,2023-04-10 08:58:39.000,2023-01-13 00:58:19,1729.0,28738.0,127.0,178.0,511.0,MIT,246.0,,diagrams,conda-forge/diagrams,2023-01-13 01:02:27,0.23.3,39.0,945.0,945.0,https://pypi.org/project/diagrams,96538.0,100860.0,https://anaconda.org/conda-forge/diagrams,2023-04-07 13:33:12.269,151288.0,2.0,,
264,pelican,Static site generator that supports Markdown and reST syntax.,Static Site Generator,,https://github.com/getpelican/pelican,True,31,getpelican/pelican,https://github.com/getpelican/pelican,2010-10-16 18:57:40.000,2023-04-10 10:57:26.000,2023-03-27 08:36:00,1767.0,11515.0,438.0,1518.0,3597.0,AGPL-3.0,62.0,,pelican,conda-forge/pelican,2022-07-11 17:51:03,4.8.0,21.0,6844.0,6844.0,https://pypi.org/project/pelican,20768.0,22406.0,https://anaconda.org/conda-forge/pelican,2022-07-11 23:41:39.166,136808.0,1.0,770.0,
265,schedule,Python job scheduling for humans.,Job Scheduler,,https://github.com/dbader/schedule,True,31,dbader/schedule,https://github.com/dbader/schedule,2013-05-19 12:51:20.000,2023-04-12 17:44:37.000,2023-04-11 15:40:50,831.0,10695.0,57.0,277.0,389.0,MIT,126.0,,schedule,conda-forge/schedule,,,4.0,24490.0,24490.0,https://pypi.org/project/schedule,2284043.0,2284836.0,https://anaconda.org/conda-forge/schedule,2023-04-11 03:15:46.375,31732.0,1.0,,
266,Theano,A library for fast numerical computation.,Deep Learning,,https://github.com/Theano/Theano,True,31,Theano/Theano,https://github.com/Theano/Theano,2011-08-10 03:48:06.000,2023-03-30 13:02:05.000,2022-12-20 16:49:55,2405.0,9712.0,386.0,2086.0,28132.0,,586.0,,Theano,conda-forge/Theano,,,8.0,13695.0,13695.0,https://pypi.org/project/Theano,266382.0,295020.0,https://anaconda.org/conda-forge/Theano,2022-03-16 06:30:00.008,2319748.0,3.0,,
267,django-debug-toolbar,Display various debug information for Django.,Debugging Tools,,https://github.com/jazzband/django-debug-toolbar,True,31,jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,2008-08-28 06:58:04.000,2023-04-10 19:41:21.000,2023-04-10 19:41:15,880.0,7454.0,268.0,771.0,,BSD-3-Clause,65.0,,django-debug-toolbar,conda-forge/django-debug-toolbar,2023-04-03 14:49:47,4.0.0,27.0,69139.0,69139.0,https://pypi.org/project/django-debug-toolbar,1853003.0,1854855.0,https://anaconda.org/conda-forge/django-debug-toolbar,2023-04-05 12:20:20.088,157354.0,1.0,191.0,
268,sh,A full-fledged subprocess replacement for Python.,Processes,,https://github.com/amoffat/sh,True,31,amoffat/sh,https://github.com/amoffat/sh,2012-01-15 05:52:06.000,2023-04-03 07:23:39.000,2023-04-03 07:23:39,465.0,6540.0,92.0,434.0,1424.0,MIT,5.0,,sh,conda-forge/sh,,,8.0,12052.0,12052.0,https://pypi.org/project/sh,4567299.0,4569362.0,https://anaconda.org/conda-forge/sh,2023-03-20 22:08:43.456,163026.0,1.0,,
269,boltons,A set of pure-Python utilities.,Miscellaneous,,https://github.com/mahmoud/boltons,True,31,mahmoud/boltons,https://github.com/mahmoud/boltons,2013-02-20 06:17:12.000,2023-04-12 14:05:31.000,2023-04-02 19:11:27,332.0,6110.0,84.0,99.0,1516.0,,48.0,,boltons,conda-forge/boltons,2022-12-08 09:31:16,21.0.0,19.0,4129.0,4129.0,https://pypi.org/project/boltons,4239381.0,4252739.0,https://anaconda.org/conda-forge/boltons,2023-02-27 12:14:40.904,1108773.0,2.0,23.0,
270,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,31,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2023-04-04 09:31:56.000,2023-04-04 09:31:55,481.0,5787.0,80.0,285.0,689.0,MIT,9.0,,tinydb,conda-forge/tinydb,2023-01-14 16:23:41,4.7.1,60.0,10275.0,10275.0,https://pypi.org/project/tinydb,442608.0,445963.0,https://anaconda.org/conda-forge/tinydb,2023-01-14 18:12:16.450,275132.0,1.0,,
271,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,31,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2023-03-24 14:33:59.000,2023-03-12 19:26:01,443.0,5112.0,49.0,159.0,221.0,MIT,73.0,,xmltodict,conda-forge/xmltodict,,,4.0,52271.0,52271.0,https://pypi.org/project/xmltodict,23209081.0,23241181.0,https://anaconda.org/conda-forge/xmltodict,2022-05-08 14:42:37.794,2568009.0,2.0,,
272,django-crispy-forms,A Django app which lets you create beautiful forms in a very elegant and DRY way.,Forms,,https://github.com/django-crispy-forms/django-crispy-forms,True,31,django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000,2023-04-06 05:54:26.000,2023-04-06 05:54:23,692.0,4680.0,224.0,614.0,,MIT,54.0,,django-crispy-forms,conda-forge/django-crispy-forms,2023-02-13 19:12:03,2.0,22.0,114614.0,114614.0,https://pypi.org/project/django-crispy-forms,795954.0,796980.0,https://anaconda.org/conda-forge/django-crispy-forms,2023-02-14 00:48:46.730,69826.0,2.0,,
273,Cerberus,A lightweight and extensible data validation library.,Data Validation,,https://github.com/pyeve/cerberus,True,31,pyeve/cerberus,https://github.com/pyeve/cerberus,2012-10-10 10:03:49.000,2023-04-06 10:22:58.000,2021-05-05 20:47:21,226.0,2966.0,63.0,295.0,1145.0,ISC,42.0,,cerberus,conda-forge/cerberus,,,7.0,13443.0,13443.0,https://pypi.org/project/cerberus,5499836.0,5503644.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511,304707.0,2.0,,
274,schema,A library for validating Python data structures.,Data Validation,,https://github.com/keleshev/schema,True,31,keleshev/schema,https://github.com/keleshev/schema,2012-08-19 18:56:20.000,2023-02-05 07:09:09.000,2021-12-01 20:49:12,188.0,2736.0,62.0,71.0,400.0,MIT,77.0,,schema,conda-forge/schema,2021-12-01 20:51:57,0.7.5,11.0,6130.0,6130.0,https://pypi.org/project/schema,4513786.0,4515760.0,https://anaconda.org/conda-forge/schema,2021-12-02 07:54:56.628,88866.0,2.0,,
275,wemake-python-styleguide,The strictest and most opinionated python linter ever.,Code Analysis,,https://github.com/wemake-services/wemake-python-styleguide,True,31,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,2018-03-09 21:04:25.000,2023-04-11 06:21:21.000,2023-04-11 06:21:18,363.0,2183.0,180.0,958.0,2178.0,MIT,94.0,,wemake-python-styleguide,conda-forge/wemake-python-styleguide,2022-09-27 11:36:27,0.17.0,54.0,14330.0,14330.0,https://pypi.org/project/wemake-python-styleguide,298378.0,298378.0,https://anaconda.org/conda-forge/wemake-python-styleguide,,,2.0,,
276,prospector,A tool to analyse Python code.,Code Analysis,,https://github.com/PyCQA/prospector,True,31,PyCQA/prospector,https://github.com/PyCQA/prospector,2013-08-05 07:26:30.000,2023-04-07 14:49:33.000,2023-04-07 14:44:48,157.0,1787.0,87.0,305.0,1359.0,GPL-2.0,52.0,,prospector,conda-forge/prospector,2023-02-15 20:45:26,1.9.0,50.0,4161.0,4161.0,https://pypi.org/project/prospector,696729.0,697551.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,65819.0,2.0,,
277,blinker,A fast Python in-process signal/event dispatching system.,Miscellaneous,,https://github.com/pallets-eco/blinker,True,31,jek/blinker,https://github.com/pallets-eco/blinker,2013-07-03 10:32:39.000,2023-04-13 01:39:11.456,2023-04-12 21:40:34,164.0,1485.0,16.0,41.0,,MIT,,pallets-eco/blinker,blinker,conda-forge/blinker,2023-04-12 21:45:43,1.6.2,5.0,145568.0,145568.0,https://pypi.org/project/blinker,7119985.0,7218935.0,https://anaconda.org/conda-forge/blinker,2023-04-13 01:39:11.456,8311805.0,2.0,,
278,django-pipeline,An asset packaging library for Django.,Web Asset Management,,https://github.com/jazzband/django-pipeline,True,31,jazzband/django-pipeline,https://github.com/jazzband/django-pipeline,2011-06-03 19:01:34.000,2023-04-11 16:36:15.000,2023-04-11 16:36:15,350.0,1463.0,173.0,326.0,1204.0,MIT,116.0,,django-pipeline,conda-forge/django-pipeline,2023-03-09 14:54:40,2.1.0,12.0,2235.0,2235.0,https://pypi.org/project/django-pipeline,78139.0,78139.0,https://anaconda.org/conda-forge/django-pipeline,,,1.0,,
279,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,Deep Learning,,https://github.com/pytorch/pytorch,True,30,pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13 05:26:41.000,2023-04-13 14:17:50.000,2023-04-13 10:25:07,17394.0,65242.0,3983.0,22011.0,58823.0,,10772.0,,pytorch,conda-forge/pytorch,2023-03-15 19:38:58,2.0.0,44.0,,,https://pypi.org/project/pytorch,88610.0,141296.0,https://anaconda.org/conda-forge/pytorch,2023-04-04 16:34:10.642,1470571.0,3.0,13171.0,
280,poetry,Python dependency management and packaging made easy.,Package Management,,https://github.com/python-poetry/poetry,True,30,sdispater/poetry,https://github.com/python-poetry/poetry,2018-02-28 15:23:47.000,2023-04-13 13:12:06.000,2023-04-12 12:49:11,1903.0,24604.0,448.0,4286.0,2799.0,MIT,601.0,python-poetry/poetry,poetry,conda-forge/poetry,2023-04-02 16:02:08,1.4.2,100.0,,,https://pypi.org/project/poetry,12152274.0,12422809.0,https://anaconda.org/conda-forge/poetry,2023-04-05 19:52:39.807,828288.0,1.0,15039559.0,
281,EasyOCR,Ready-to-use OCR with 40+ languages supported.,Computer Vision,,https://github.com/JaidedAI/EasyOCR,True,30,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,2020-03-14 11:46:39.000,2023-04-11 05:25:57.000,2023-03-29 05:30:27,2465.0,17598.0,114.0,562.0,570.0,Apache-2.0,190.0,,EasyOCR,conda-forge/EasyOCR,2022-09-15 11:34:18,1.6.2,20.0,2485.0,2485.0,https://pypi.org/project/EasyOCR,126981.0,251964.0,https://anaconda.org/conda-forge/EasyOCR,2023-01-30 14:45:53.420,3250.0,1.0,4231029.0,
282,Zipline,A Pythonic algorithmic trading library.,Science,,https://github.com/quantopian/zipline,True,30,quantopian/zipline,https://github.com/quantopian/zipline,2012-10-19 15:50:29.000,2023-02-14 17:14:33.000,2020-10-14 16:36:49,4072.0,16005.0,157.0,658.0,6226.0,Apache-2.0,320.0,,zipline,conda-forge/zipline,2020-10-05 15:43:07,1.4.1,13.0,923.0,923.0,https://pypi.org/project/zipline,3779.0,4001.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6890.0,2.0,,
283,yapf,Yet another Python code formatter from Google.,Code Analysis,,https://github.com/google/yapf,True,30,google/yapf,https://github.com/google/yapf,2015-03-18 18:22:31.000,2023-04-12 20:25:46.000,2023-04-12 20:25:46,857.0,13186.0,144.0,403.0,,Apache-2.0,371.0,,yapf,conda-forge/yapf,,,24.0,73740.0,73740.0,https://pypi.org/project/yapf,4082962.0,4099684.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1371283.0,2.0,,
284,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,30,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2023-04-13 13:34:57.000,2023-04-12 05:47:29,5176.0,13146.0,3869.0,22862.0,116938.0,Apache-2.0,2454.0,,salt,conda-forge/salt,2022-11-08 20:35:47,3005.1-2,100.0,,,https://pypi.org/project/salt,60642.0,61153.0,https://anaconda.org/conda-forge/salt,2019-02-26 15:59:37.890,27734.0,2.0,14712.0,
285,requests-html,Pythonic HTML Parsing for Humans.,Web Content Extracting,,https://github.com/psf/requests-html,True,30,psf/requests-html,https://github.com/psf/requests-html,2018-02-24 20:11:02.000,2023-04-07 08:15:27.000,2023-04-03 17:09:56,880.0,13091.0,66.0,215.0,462.0,MIT,163.0,,requests-html,conda-forge/requests-html,2019-02-18 21:38:41,0.10.0,1.0,10726.0,10726.0,https://pypi.org/project/requests-html,883330.0,883603.0,https://anaconda.org/conda-forge/requests-html,2021-06-26 09:29:57.542,6020.0,1.0,,
286,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,30,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2023-04-13 13:43:42.000,2023-04-13 13:12:56,1158.0,11725.0,145.0,2916.0,,Apache-2.0,620.0,,prefect,conda-forge/prefect,2023-04-11 18:56:31,2.10.3,161.0,2589.0,2589.0,https://pypi.org/project/prefect,824131.0,832706.0,https://anaconda.org/conda-forge/prefect,2023-04-11 23:08:02.940,420181.0,2.0,,
