,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
243,jsonschema,An implementation of [JSON Schema](http://json-schema.org/) for Python.,Data Validation,,https://github.com/python-jsonschema/jsonschema,True,33,Julian/jsonschema,https://github.com/python-jsonschema/jsonschema,2011-12-30 03:37:43.000,2023-02-27 09:39:45.000,2023-02-21 07:58:30,527.0,4038.0,105.0,25.0,679.0,,MIT,python-jsonschema/jsonschema,jsonschema,conda-forge/jsonschema,2022-11-29 20:37:49,4.17.3,38.0,339033.0,339033.0,https://pypi.org/project/jsonschema,66797727.0,67005546.0,https://anaconda.org/conda-forge/jsonschema,2022-11-30 12:18:06.679,17249007.0,1.0,,
244,responses,A utility library for mocking out the requests Python library.,Testing,,https://github.com/getsentry/responses,True,33,getsentry/responses,https://github.com/getsentry/responses,2013-11-15 23:28:18.000,2023-02-15 18:00:49.000,2023-02-09 22:23:36,306.0,3812.0,118.0,3.0,253.0,697.0,Apache-2.0,,responses,conda-forge/responses,2022-10-11 16:34:53,0.22.0,36.0,22718.0,22718.0,https://pypi.org/project/responses,9186059.0,9213075.0,https://anaconda.org/conda-forge/responses,2022-05-26 01:32:16.033,1458869.0,1.0,88.0,
245,itsdangerous,Various helpers to pass trusted data to untrusted environments.,Miscellaneous,,https://github.com/pallets/itsdangerous,True,33,pallets/itsdangerous,https://github.com/pallets/itsdangerous,2011-06-24 00:09:55.000,2023-03-01 17:04:48.000,2023-03-01 17:04:46,204.0,2635.0,42.0,,108.0,,BSD-3-Clause,,itsdangerous,conda-forge/itsdangerous,2022-03-24 15:14:38,2.1.2,7.0,783816.0,783816.0,https://pypi.org/project/itsdangerous,55083531.0,55144307.0,https://anaconda.org/conda-forge/itsdangerous,2022-03-24 18:41:25.078,4801316.0,1.0,,
246,motor,The async Python driver for MongoDB.,Database Drivers,,https://github.com/mongodb/motor,True,33,mongodb/motor,https://github.com/mongodb/motor,2013-01-11 21:34:44.000,2023-03-02 00:39:02.000,2023-02-17 18:03:30,177.0,2121.0,41.0,,,1713.0,Apache-2.0,,motor,conda-forge/motor,2022-10-25 20:56:31,3.1.1,8.0,52504.0,52504.0,https://pypi.org/project/motor,1288916.0,1289963.0,https://anaconda.org/conda-forge/motor,2022-10-25 22:42:24.572,53434.0,1.0,,
247,keras,A high-level neural networks library and capable of running on top of either TensorFlow or Theano.,Deep Learning,,https://github.com/keras-team/keras,True,32,keras-team/keras,https://github.com/keras-team/keras,2015-03-28 00:35:42.000,2023-03-02 07:16:51.000,2023-03-01 22:53:08,18411.0,57452.0,1162.0,279.0,11373.0,7804.0,Apache-2.0,,keras,conda-forge/keras,2022-11-14 18:10:37,2.11.0,46.0,,,https://pypi.org/project/keras,10521776.0,10558583.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2907759.0,2.0,,
248,jieba,The most popular Chinese text segmentation library.,Natural Language Processing,,https://github.com/fxsjy/jieba,True,32,fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000,2020-02-15 08:33:35,6384.0,30021.0,48.0,603.0,215.0,523.0,MIT,,jieba,conda-forge/jieba,2020-01-20 14:23:50,0.42.1,9.0,21072.0,21072.0,https://pypi.org/project/jieba,529663.0,531531.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,132636.0,1.0,,
249,cookiecutter,A command-line utility that creates projects from cookiecutters (project templates).,Command-line Tools,,https://github.com/cookiecutter/cookiecutter,True,32,audreyr/cookiecutter,https://github.com/cookiecutter/cookiecutter,2013-07-14 18:31:22.000,2023-02-16 12:33:05.000,2022-09-09 12:04:10,1755.0,19028.0,285.0,194.0,565.0,,BSD-3-Clause,cookiecutter/cookiecutter,cookiecutter,conda-forge/cookiecutter,2022-06-01 16:44:53,2.1.1,21.0,18576.0,18576.0,https://pypi.org/project/cookiecutter,2356843.0,2364129.0,https://anaconda.org/conda-forge/cookiecutter,2022-06-01 22:24:42.468,597496.0,1.0,,
250,sanic,A Python 3.6+ web server and web framework that's written to go fast.,RESTful API,,https://github.com/sanic-org/sanic,True,32,huge-success/sanic,https://github.com/sanic-org/sanic,2016-05-26 04:38:22.000,2023-03-02 10:35:11.000,2023-02-27 22:26:53,1451.0,16881.0,327.0,62.0,1213.0,,MIT,sanic-org/sanic,sanic,conda-forge/sanic,2022-12-27 14:54:28,22.12.0,66.0,12600.0,12600.0,https://pypi.org/project/sanic,993024.0,997000.0,https://anaconda.org/conda-forge/sanic,2022-12-28 16:37:57.974,258479.0,2.0,,
251,dask,A flexible parallel computing library for analytic computing.,Distributed Computing,,https://github.com/dask/dask,True,32,dask/dask,https://github.com/dask/dask,2015-01-04 18:50:00.000,2023-03-02 04:22:50.000,2023-03-01 21:13:45,1554.0,10771.0,577.0,745.0,3900.0,,BSD-3-Clause,,dask,conda-forge/dask,,,141.0,46469.0,46469.0,https://pypi.org/project/dask,7229358.0,7327277.0,https://anaconda.org/conda-forge/dask,2023-03-02 00:52:00.986,8029404.0,2.0,,
252,fuzzywuzzy,Fuzzy String Matching.,Text Processing,,https://github.com/seatgeek/fuzzywuzzy,True,32,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,2011-07-08 19:32:34.000,2023-02-24 19:00:26.000,2021-09-09 20:54:41,870.0,8839.0,70.0,81.0,103.0,384.0,GPL-2.0,,fuzzywuzzy,conda-forge/fuzzywuzzy,2020-02-13 22:14:12,0.18.0,23.0,17485.0,17485.0,https://pypi.org/project/fuzzywuzzy,6376228.0,6381790.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,445035.0,2.0,,
253,paramiko,The leading native Python SSHv2 protocol library.,Cryptography,,https://github.com/paramiko/paramiko,True,32,paramiko/paramiko,https://github.com/paramiko/paramiko,2009-02-02 03:41:08.000,2023-03-01 06:12:10.000,2023-02-24 22:23:32,1817.0,8186.0,179.0,748.0,713.0,,LGPL-2.1,,paramiko,conda-forge/paramiko,,,26.0,72872.0,72872.0,https://pypi.org/project/paramiko,34457072.0,34492422.0,https://anaconda.org/conda-forge/paramiko,2023-01-26 06:34:57.743,2757339.0,1.0,,
254,PyMySQL,A pure Python MySQL driver compatible to mysql-python.,Database Drivers,,https://github.com/PyMySQL/PyMySQL,True,32,PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,2011-07-27 17:38:47.000,2023-02-18 00:03:17.000,2023-02-06 23:55:20,1321.0,7214.0,118.0,26.0,600.0,,MIT,,PyMySQL,conda-forge/PyMySQL,,,10.0,154439.0,154439.0,https://pypi.org/project/PyMySQL,46756239.0,46772004.0,https://anaconda.org/conda-forge/PyMySQL,2021-01-09 16:18:43.582,1024767.0,2.0,,
255,pydub,Manipulate audio with a simple and easy high level interface.,Audio,,https://github.com/jiaaro/pydub,True,32,jiaaro/pydub,https://github.com/jiaaro/pydub,2011-05-02 18:42:38.000,2023-02-04 06:02:33.000,2022-12-08 17:49:19,894.0,6830.0,95.0,256.0,262.0,746.0,MIT,,pydub,conda-forge/pydub,2021-03-10 02:10:41,0.25.1,31.0,19216.0,19216.0,https://pypi.org/project/pydub,4113948.0,4114737.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,40244.0,1.0,,
256,Pendulum,Python datetimes made easy.,Date and Time,,https://github.com/sdispater/pendulum,True,32,sdispater/pendulum,https://github.com/sdispater/pendulum,2016-06-27 23:37:53.000,2023-03-01 09:01:54.000,2023-02-25 00:51:39,309.0,5353.0,88.0,196.0,261.0,793.0,MIT,,pendulum,conda-forge/pendulum,2020-07-24 18:17:05,2.1.2,46.0,18386.0,18386.0,https://pypi.org/project/pendulum,10959331.0,10969003.0,https://anaconda.org/conda-forge/pendulum,2023-02-04 04:46:37.602,667425.0,1.0,75.0,
257,Toolz,"A collection of functional utilities for iterators, functions, and dictionaries.",Functional Programming,,https://github.com/pytoolz/toolz,True,32,pytoolz/toolz,https://github.com/pytoolz/toolz,2013-09-13 02:18:43.000,2023-03-01 18:58:08.000,2022-11-03 19:39:10,229.0,4177.0,74.0,76.0,142.0,1206.0,,,toolz,conda-forge/toolz,2022-07-10 04:29:08,0.12.0,10.0,84336.0,84336.0,https://pypi.org/project/toolz,17832499.0,17998637.0,https://anaconda.org/conda-forge/toolz,2022-07-10 20:41:15.066,13457183.0,2.0,,
258,XlsxWriter,A Python module for creating Excel .xlsx files.,Specific Formats Processing,,https://github.com/jmcnamara/XlsxWriter,True,32,jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,2013-01-04 01:07:06.000,2023-03-01 12:27:42.000,2023-03-01 12:27:30,580.0,3167.0,47.0,13.0,832.0,1170.0,BSD-2-Clause,,XlsxWriter,conda-forge/XlsxWriter,,,52.0,56568.0,56568.0,https://pypi.org/project/XlsxWriter,11884148.0,11919733.0,https://anaconda.org/conda-forge/XlsxWriter,2023-02-03 22:25:50.181,2490974.0,2.0,,
259,splinter,Open source tool for testing web applications.,Testing,,https://github.com/cobrateam/splinter,True,32,cobrateam/splinter,https://github.com/cobrateam/splinter,2010-09-18 20:59:15.000,2023-02-27 12:46:11.000,2023-02-27 12:46:09,499.0,2609.0,175.0,44.0,469.0,2191.0,BSD-3-Clause,,splinter,conda-forge/splinter,2023-01-17 23:34:20,0.19.0,14.0,6224.0,6224.0,https://pypi.org/project/splinter,89934.0,89934.0,https://anaconda.org/conda-forge/splinter,,,2.0,,
260,python-decouple,Strict separation of settings from code.,Configuration,,https://github.com/HBNetwork/python-decouple,True,32,henriquebastos/python-decouple,https://github.com/HBNetwork/python-decouple,2014-02-25 04:16:08.000,2023-03-02 07:34:41.000,2023-03-01 19:34:07,168.0,2362.0,35.0,4.0,80.0,194.0,MIT,HBNetwork/python-decouple,python-decouple,conda-forge/python-decouple,2023-03-01 19:38:11,3.8,7.0,91463.0,91463.0,https://pypi.org/project/python-decouple,1312747.0,1313598.0,https://anaconda.org/conda-forge/python-decouple,2023-01-09 22:16:09.478,56191.0,1.0,11.0,
261,pyglet,A cross-platform windowing and multimedia library for Python.,GUI Development,,https://github.com/pyglet/pyglet,True,32,pyglet/pyglet,https://github.com/pyglet/pyglet,2016-07-15 15:07:12.983,2023-03-01 17:59:33.000,2023-02-28 12:37:12,250.0,1414.0,143.0,73.0,365.0,5730.0,BSD-3-Clause,,pyglet,conda-forge/pyglet,2023-02-28 06:22:50,2.0.5,38.0,20559.0,20559.0,https://pypi.org/project/pyglet,247897.0,253938.0,https://anaconda.org/conda-forge/pyglet,2023-01-27 21:18:56.023,483311.0,1.0,,
262,MarkupSafe,Implements a XML/HTML/XHTML Markup safe string for Python.,HTML Manipulation,,https://github.com/pallets/markupsafe,True,32,pallets/markupsafe,https://github.com/pallets/markupsafe,2010-06-22 17:22:58.000,2023-03-01 17:04:57.000,2023-03-01 17:04:55,122.0,525.0,40.0,,104.0,,BSD-3-Clause,,markupsafe,conda-forge/markupsafe,2023-01-17 18:26:06,2.1.2,10.0,1128014.0,1128014.0,https://pypi.org/project/markupsafe,116066897.0,116394859.0,https://anaconda.org/conda-forge/markupsafe,2023-01-19 14:11:00.718,27219541.0,1.0,381.0,
263,diagrams,Diagram as Code.,Data Visualization,,https://github.com/mingrammer/diagrams,True,31,mingrammer/diagrams,https://github.com/mingrammer/diagrams,2020-02-02 15:23:24.000,2023-02-27 04:39:12.000,2023-01-13 00:58:19,1685.0,27936.0,127.0,240.0,178.0,511.0,MIT,,diagrams,conda-forge/diagrams,2023-01-13 01:02:27,0.23.3,39.0,900.0,900.0,https://pypi.org/project/diagrams,97555.0,101832.0,https://anaconda.org/conda-forge/diagrams,2022-01-23 04:33:29.957,145437.0,2.0,,
264,pelican,Static site generator that supports Markdown and reST syntax.,Static Site Generator,,https://github.com/getpelican/pelican,True,31,getpelican/pelican,https://github.com/getpelican/pelican,2010-10-16 18:57:40.000,2023-02-24 20:18:00.000,2023-02-24 02:22:56,1762.0,11426.0,438.0,64.0,1512.0,3596.0,AGPL-3.0,,pelican,conda-forge/pelican,2022-07-11 17:51:03,4.8.0,21.0,6755.0,6755.0,https://pypi.org/project/pelican,20458.0,22092.0,https://anaconda.org/conda-forge/pelican,2022-07-11 23:41:39.166,134886.0,1.0,743.0,
265,schedule,Python job scheduling for humans.,Job Scheduler,,https://github.com/dbader/schedule,True,31,dbader/schedule,https://github.com/dbader/schedule,2013-05-19 12:51:20.000,2023-02-28 14:55:22.000,2022-04-23 10:54:55,820.0,10603.0,51.0,137.0,264.0,381.0,MIT,,schedule,conda-forge/schedule,,,3.0,23648.0,23648.0,https://pypi.org/project/schedule,2448901.0,2449657.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,29497.0,1.0,,
266,django-debug-toolbar,Display various debug information for Django.,Debugging Tools,,https://github.com/jazzband/django-debug-toolbar,True,31,jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,2008-08-28 06:58:04.000,2023-03-02 12:14:39.000,2023-02-28 11:41:03,874.0,7387.0,267.0,64.0,766.0,,BSD-3-Clause,,django-debug-toolbar,conda-forge/django-debug-toolbar,2022-12-03 18:09:12,3.8.1,26.0,67690.0,67690.0,https://pypi.org/project/django-debug-toolbar,1861394.0,1863235.0,https://anaconda.org/conda-forge/django-debug-toolbar,2023-02-06 20:07:40.754,154570.0,1.0,179.0,
267,sh,A full-fledged subprocess replacement for Python.,Processes,,https://github.com/amoffat/sh,True,31,amoffat/sh,https://github.com/amoffat/sh,2012-01-15 05:52:06.000,2023-02-13 20:17:39.150,2023-02-13 18:20:08,464.0,6508.0,91.0,5.0,429.0,1418.0,MIT,,sh,conda-forge/sh,,,7.0,11812.0,11812.0,https://pypi.org/project/sh,4045970.0,4047984.0,https://anaconda.org/conda-forge/sh,2023-02-13 20:17:39.150,157125.0,1.0,,
268,boltons,A set of pure-Python utilities.,Miscellaneous,,https://github.com/mahmoud/boltons,True,31,mahmoud/boltons,https://github.com/mahmoud/boltons,2013-02-20 06:17:12.000,2023-02-27 12:14:40.904,2023-02-20 06:41:42,332.0,6070.0,83.0,45.0,99.0,1515.0,,,boltons,conda-forge/boltons,2022-12-08 09:31:16,21.0.0,19.0,3981.0,3981.0,https://pypi.org/project/boltons,3688922.0,3698116.0,https://anaconda.org/conda-forge/boltons,2023-02-27 12:14:40.904,753952.0,2.0,23.0,
269,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,31,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2023-03-02 13:17:50.000,2023-02-18 21:25:04,476.0,5707.0,80.0,9.0,285.0,688.0,MIT,,tinydb,conda-forge/tinydb,2023-01-14 16:23:41,4.7.1,60.0,10043.0,10043.0,https://pypi.org/project/tinydb,456643.0,459783.0,https://anaconda.org/conda-forge/tinydb,2023-01-14 18:12:16.450,254355.0,1.0,,
270,django-crispy-forms,A Django app which lets you create beautiful forms in a very elegant and DRY way.,Forms,,https://github.com/django-crispy-forms/django-crispy-forms,True,31,django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000,2023-03-01 14:52:01.000,2023-02-24 23:14:52,691.0,4658.0,223.0,58.0,607.0,,MIT,,django-crispy-forms,conda-forge/django-crispy-forms,2023-02-13 19:12:03,2.0,22.0,111780.0,111780.0,https://pypi.org/project/django-crispy-forms,838441.0,839434.0,https://anaconda.org/conda-forge/django-crispy-forms,2023-02-14 00:48:46.730,66542.0,2.0,,
271,Cerberus,A lightweight and extensible data validation library.,Data Validation,,https://github.com/pyeve/cerberus,True,31,pyeve/cerberus,https://github.com/pyeve/cerberus,2012-10-10 10:03:49.000,2023-01-21 15:32:30.000,2021-05-05 20:47:21,225.0,2943.0,63.0,42.0,295.0,1145.0,ISC,,cerberus,conda-forge/cerberus,,,7.0,13275.0,13275.0,https://pypi.org/project/cerberus,4525168.0,4528851.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511,290970.0,2.0,,
272,schema,A library for validating Python data structures.,Data Validation,,https://github.com/keleshev/schema,True,31,keleshev/schema,https://github.com/keleshev/schema,2012-08-19 18:56:20.000,2023-02-05 07:09:09.000,2021-12-01 20:49:12,186.0,2723.0,62.0,76.0,70.0,400.0,MIT,,schema,conda-forge/schema,2021-12-01 20:51:57,0.7.5,11.0,5922.0,5922.0,https://pypi.org/project/schema,4747755.0,4749625.0,https://anaconda.org/conda-forge/schema,2021-12-02 07:54:56.628,82317.0,2.0,,
273,wemake-python-styleguide,The strictest and most opinionated python linter ever.,Code Analysis,,https://github.com/wemake-services/wemake-python-styleguide,True,31,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,2018-03-09 21:04:25.000,2023-02-20 03:25:18.000,2023-01-02 10:33:42,357.0,2150.0,180.0,96.0,954.0,2150.0,MIT,,wemake-python-styleguide,conda-forge/wemake-python-styleguide,2022-09-27 11:36:27,0.17.0,54.0,13856.0,13856.0,https://pypi.org/project/wemake-python-styleguide,264489.0,264489.0,https://anaconda.org/conda-forge/wemake-python-styleguide,,,2.0,,
274,prospector,A tool to analyse Python code.,Code Analysis,,https://github.com/PyCQA/prospector,True,31,PyCQA/prospector,https://github.com/PyCQA/prospector,2013-08-05 07:26:30.000,2023-02-28 06:30:18.000,2023-02-28 06:30:18,155.0,1764.0,87.0,52.0,302.0,1350.0,GPL-2.0,,prospector,conda-forge/prospector,2023-02-15 20:45:26,1.9.0,50.0,4070.0,4070.0,https://pypi.org/project/prospector,691358.0,692112.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,59579.0,2.0,,
275,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,Deep Learning,,https://github.com/pytorch/pytorch,True,30,pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13 05:26:41.000,2023-03-02 14:13:28.000,2023-03-02 14:13:15,16982.0,63293.0,3873.0,10396.0,21371.0,57271.0,,,pytorch,conda-forge/pytorch,2022-12-16 00:17:16,1.13.1,43.0,,,https://pypi.org/project/pytorch,78452.0,128187.0,https://anaconda.org/conda-forge/pytorch,2023-02-07 08:15:48.787,1338839.0,3.0,11678.0,
276,poetry,Python dependency management and packaging made easy.,Package Management,,https://github.com/python-poetry/poetry,True,30,sdispater/poetry,https://github.com/python-poetry/poetry,2018-02-28 15:23:47.000,2023-03-02 02:33:39.000,2023-03-01 18:43:16,1875.0,23977.0,437.0,570.0,4205.0,2759.0,MIT,python-poetry/poetry,poetry,conda-forge/poetry,2023-02-27 21:50:54,1.4.0,100.0,,,https://pypi.org/project/poetry,11850770.0,12123616.0,https://anaconda.org/conda-forge/poetry,2023-02-28 05:45:26.482,783927.0,1.0,14950744.0,
277,EasyOCR,Ready-to-use OCR with 40+ languages supported.,Computer Vision,,https://github.com/JaidedAI/EasyOCR,True,30,JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,2020-03-14 11:46:39.000,2023-03-02 05:33:50.000,2023-01-06 02:08:21,2409.0,17141.0,114.0,170.0,558.0,569.0,Apache-2.0,,EasyOCR,conda-forge/EasyOCR,2022-09-15 11:34:18,1.6.2,20.0,2228.0,2228.0,https://pypi.org/project/EasyOCR,147679.0,262726.0,https://anaconda.org/conda-forge/EasyOCR,2023-01-30 14:45:53.420,2551.0,1.0,3779746.0,
278,Zipline,A Pythonic algorithmic trading library.,Science,,https://github.com/quantopian/zipline,True,30,quantopian/zipline,https://github.com/quantopian/zipline,2012-10-19 15:50:29.000,2023-02-14 17:14:33.000,2020-10-14 16:36:49,4062.0,15846.0,155.0,324.0,653.0,6226.0,Apache-2.0,,zipline,conda-forge/zipline,2020-10-05 15:43:07,1.4.1,13.0,911.0,911.0,https://pypi.org/project/zipline,2640.0,2866.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6788.0,2.0,,
279,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,30,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2023-03-02 14:16:43.000,2023-03-01 19:14:03,5160.0,13069.0,3865.0,2437.0,22783.0,116585.0,Apache-2.0,,salt,conda-forge/salt,2022-11-08 20:35:47,3005.1-2,100.0,,,https://pypi.org/project/salt,67458.0,67991.0,https://anaconda.org/conda-forge/salt,2019-02-26 15:59:37.890,27458.0,2.0,16606.0,
280,requests-html,Pythonic HTML Parsing for Humans.,Web Content Extracting,,https://github.com/psf/requests-html,True,30,psf/requests-html,https://github.com/psf/requests-html,2018-02-24 20:11:02.000,2023-02-26 17:14:27.000,2023-02-26 13:20:30,871.0,12976.0,64.0,162.0,210.0,457.0,MIT,,requests-html,conda-forge/requests-html,2019-02-18 21:38:41,0.10.0,1.0,10448.0,10448.0,https://pypi.org/project/requests-html,850486.0,850736.0,https://anaconda.org/conda-forge/requests-html,2021-06-26 09:29:57.542,5267.0,1.0,,
281,beets,A music library manager and [MusicBrainz](https://musicbrainz.org/) tagger.,Audio,,https://github.com/beetbox/beets,True,30,beetbox/beets,https://github.com/beetbox/beets,2010-08-09 23:17:20.000,2023-02-28 23:18:50.000,2023-02-22 19:04:35,1691.0,11469.0,522.0,480.0,2085.0,10860.0,MIT,,beets,conda-forge/beets,2021-11-27 16:44:38,1.6.0,33.0,307.0,307.0,https://pypi.org/project/beets,2823.0,2941.0,https://anaconda.org/conda-forge/beets,2022-12-01 19:28:40.516,152.0,1.0,7970.0,
282,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,30,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2023-03-02 12:57:48.000,2023-03-01 21:49:02,1115.0,11409.0,133.0,691.0,2663.0,,Apache-2.0,,prefect,conda-forge/prefect,2023-02-23 21:49:35,2.8.3,152.0,2265.0,2265.0,https://pypi.org/project/prefect,763487.0,771777.0,https://anaconda.org/conda-forge/prefect,2023-02-24 01:55:34.181,397933.0,2.0,,
283,PySimpleGUI,"Wrapper for tkinter, Qt, WxPython and Remi.",GUI Development,,https://github.com/PySimpleGUI/PySimpleGUI,True,30,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,2018-07-11 18:28:58.000,2023-03-01 17:11:59.000,2023-03-01 17:11:59,1658.0,11294.0,18.0,693.0,2523.0,6715.0,LGPL-3.0,,PySimpleGUI,conda-forge/PySimpleGUI,2022-07-27 21:36:37,4.60.3,45.0,7463.0,7463.0,https://pypi.org/project/PySimpleGUI,178527.0,180697.0,https://anaconda.org/conda-forge/PySimpleGUI,2022-10-17 23:43:38.474,93330.0,2.0,,
284,annoy,Approximate Nearest Neighbors in C++/Python optimized for memory usage.,Recommender Systems,,https://github.com/spotify/annoy,True,30,spotify/annoy,https://github.com/spotify/annoy,2013-04-01 20:29:40.000,2023-02-25 00:57:55.000,2023-02-25 00:57:55,1055.0,10840.0,83.0,48.0,326.0,848.0,Apache-2.0,,annoy,conda-forge/annoy,2022-08-08 09:33:59,1.17.1,18.0,2652.0,2652.0,https://pypi.org/project/annoy,1154299.0,1154299.0,https://anaconda.org/conda-forge/annoy,,,1.0,,
285,py-spy,A sampling profiler for Python programs. Written in Rust.,Debugging Tools,,https://github.com/benfred/py-spy,True,30,benfred/py-spy,https://github.com/benfred/py-spy,2018-08-01 02:22:15.000,2023-02-21 11:58:31.000,2022-12-09 01:08:31,323.0,9792.0,31.0,94.0,181.0,462.0,MIT,,py-spy,conda-forge/py-spy,2022-09-07 21:58:56,0.3.14,20.0,2392.0,2392.0,https://pypi.org/project/py-spy,1807849.0,1817344.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,378668.0,1.0,11461.0,
286,Theano,A library for fast numerical computation.,Deep Learning,,https://github.com/Theano/Theano,True,30,Theano/Theano,https://github.com/Theano/Theano,2011-08-10 03:48:06.000,2022-12-20 16:49:55.000,2022-12-20 16:49:55,2405.0,9674.0,386.0,585.0,2086.0,28132.0,,,Theano,conda-forge/Theano,,,8.0,13561.0,13561.0,https://pypi.org/project/Theano,266310.0,295158.0,https://anaconda.org/conda-forge/Theano,2022-03-16 06:30:00.008,2307888.0,3.0,,
287,PyAutoGUI,PyAutoGUI is a cross-platform GUI automation Python module for human beings.,Testing,,https://github.com/asweigart/pyautogui,True,30,asweigart/pyautogui,https://github.com/asweigart/pyautogui,2014-07-17 23:30:38.000,2023-02-06 13:53:24.000,2021-09-14 17:41:07,1002.0,7731.0,51.0,393.0,221.0,402.0,BSD-3-Clause,,pyautogui,conda-forge/pyautogui,,,11.0,21280.0,21280.0,https://pypi.org/project/pyautogui,563363.0,566208.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,182101.0,2.0,,
288,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,Serialization,,https://github.com/marshmallow-code/marshmallow,True,30,marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,2013-11-10 21:32:24.000,2023-02-21 23:17:39.000,2023-02-21 23:17:38,595.0,6445.0,204.0,131.0,1022.0,,MIT,,marshmallow,conda-forge/marshmallow,,,53.0,70516.0,70516.0,https://pypi.org/project/marshmallow,20075253.0,20094840.0,https://anaconda.org/conda-forge/marshmallow,2022-11-13 17:10:45.183,1527855.0,1.0,,
289,trio,A friendly library for async concurrency and I/O.,Asynchronous Programming,,https://github.com/python-trio/trio,True,30,python-trio/trio,https://github.com/python-trio/trio,2017-01-16 04:45:25.000,2023-03-01 12:39:39.000,2023-03-01 12:39:31,283.0,5193.0,140.0,265.0,428.0,5112.0,,,trio,conda-forge/trio,,,20.0,25335.0,25335.0,https://pypi.org/project/trio,7565742.0,7582385.0,https://anaconda.org/conda-forge/trio,2022-10-26 10:36:51.514,1015228.0,3.0,,
290,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,30,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2022-10-04 18:27:26.000,2022-05-08 16:31:38,442.0,5072.0,49.0,72.0,158.0,220.0,MIT,,xmltodict,conda-forge/xmltodict,,,4.0,50827.0,50827.0,https://pypi.org/project/xmltodict,22296035.0,22326493.0,https://anaconda.org/conda-forge/xmltodict,2022-05-08 14:42:37.794,2406216.0,2.0,,
291,websockets,A library for building WebSocket servers and clients with a focus on correctness and simplicity.,WebSocket,,https://github.com/aaugustin/websockets,True,30,aaugustin/websockets,https://github.com/aaugustin/websockets,2013-03-30 08:59:30.000,2023-03-02 07:22:05.000,2023-03-02 07:22:05,453.0,4431.0,64.0,17.0,950.0,,BSD-3-Clause,,websockets,conda-forge/websockets,,,18.0,90770.0,90770.0,https://pypi.org/project/websockets,15854429.0,15878279.0,https://anaconda.org/conda-forge/websockets,2022-10-26 17:57:22.115,1788762.0,1.0,,
